Date,Close/Last,Open,High,Low
04/20/2020,75.5185,75.5185,75.5185,75.5185
04/17/2020,73.958,74.1841,74.4009,73.6197
04/16/2020,74.1841,74.1841,74.1841,74.1841
04/15/2020,74.8437,74.8437,74.8437,74.8437
04/14/2020,72.9953,72.9953,72.9953,72.9953
04/13/2020,73.6013,73.6013,73.6013,73.6013
04/10/2020,73.7523,74.2565,74.2826,73.1903
04/09/2020,74.2565,74.2565,74.2565,74.2565
04/08/2020,74.9406,74.9406,74.9406,74.9406
04/07/2020,75.5471,75.5471,75.5471,75.5471
04/06/2020,76.0059,76.0059,76.0059,76.0059
04/03/2020,76.4918,77.2349,77.579,76.4902
04/02/2020,77.2349,77.2349,77.2349,77.2349
04/01/2020,78.73100000000001,78.73100000000001,78.73100000000001,78.73100000000001
03/31/2020,78.4426,78.4426,78.4426,78.4426
03/30/2020,79.3378,79.3378,79.3378,79.3378
03/27/2020,78.8122,77.4751,79.28699999999999,77.4675
03/26/2020,77.4751,77.4751,77.4751,77.4751
03/25/2020,78.2023,78.2023,78.2023,78.2023
03/24/2020,78.2965,78.2965,78.2965,78.2965
03/23/2020,79.5936,79.5936,79.5936,79.5936
03/20/2020,79.9236,79.1566,80.1497,77.4478
03/19/2020,79.1566,79.1566,79.1566,79.1566
03/18/2020,80.8692,80.8692,80.8692,80.8692
03/17/2020,75.4362,75.4362,75.4362,75.4362
03/16/2020,74.6596,74.6596,74.6596,74.6596
03/13/2020,72.6133,74.8742,74.9023,72.0689
03/12/2020,74.8742,74.8742,74.8742,74.8742
03/11/2020,72.9375,72.9375,72.9375,72.9375
03/10/2020,71.3747,71.3747,71.3747,71.3747
03/09/2020,68.5685,68.5685,68.5685,68.5685
03/06/2020,68.5685,67.6538,68.5893,67.35
03/05/2020,67.6538,67.6538,67.6538,67.6538
03/04/2020,66.0679,65.9881,66.1952,65.5228
03/03/2020,65.9881,65.9881,65.9881,65.9881
03/02/2020,66.4319,66.4319,66.4319,66.4319
02/28/2020,66.8806,66.0217,67.6272,66.015
02/27/2020,66.0217,66.0217,66.0217,66.0217
02/26/2020,65.4708,65.4708,65.4708,65.4708
02/25/2020,65.3726,65.3726,65.3726,65.3726
02/24/2020,64.0561,64.0561,64.0561,64.0561
02/21/2020,64.0561,64.2038,64.5556,63.9151
02/20/2020,64.2038,64.2038,64.2038,64.2038
02/19/2020,63.571000000000005,63.571000000000005,63.571000000000005,63.571000000000005
02/18/2020,63.8115,63.8115,63.8115,63.8115
02/17/2020,63.4597,63.5556,63.5625,63.2157
02/14/2020,63.5556,63.6413,63.6463,63.3913
02/13/2020,63.6413,63.6413,63.6413,63.6413
02/12/2020,63.2143,63.2143,63.2143,63.2143
02/11/2020,63.3759,63.3759,63.3759,63.3759
02/10/2020,64.1332,64.1332,64.1332,64.1332
02/07/2020,64.11,63.3488,64.2214,63.2394
02/06/2020,63.3488,63.3488,63.3488,63.3488
02/05/2020,62.8877,62.8877,62.8877,62.8877
02/04/2020,63.1093,63.1093,63.1093,63.1093
02/03/2020,63.715,63.715,63.715,63.715
01/31/2020,63.9203,63.2759,63.9414,63.0663
01/30/2020,63.2759,63.2759,63.2759,63.2759
01/29/2020,62.5451,62.5451,62.5451,62.5451
01/28/2020,62.2825,62.2825,62.2825,62.2825
01/27/2020,62.9797,62.9797,62.9797,62.9797
01/24/2020,62.0857,61.902,62.2722,61.7285
01/23/2020,61.902,61.902,61.902,61.902
01/22/2020,61.8397,61.8397,61.8397,61.8397
01/21/2020,61.8802,61.8802,61.8802,61.8802
01/20/2020,61.5553,61.5553,61.5553,61.5553
01/17/2020,61.5573,61.6574,61.6745,61.3025
01/16/2020,61.6574,61.6574,61.6574,61.6574
01/15/2020,61.4315,61.4315,61.4315,61.4315
01/14/2020,61.4394,61.4394,61.4394,61.4394
01/13/2020,61.2727,61.2727,61.2727,61.2727
01/10/2020,61.0548,61.283,61.3778,60.8865
01/09/2020,61.283,61.283,61.283,61.283
01/08/2020,61.2437,61.2437,61.2437,61.2437
01/07/2020,61.8227,61.8227,61.8227,61.8227
01/06/2020,61.8227,61.8227,61.8227,61.8227
01/03/2020,62.0922,61.9863,62.2218,61.8172
01/02/2020,61.9863,61.9863,61.9863,61.9863
01/01/2020,61.9863,61.9863,61.9863,61.9863
12/31/2019,61.9863,61.9863,61.9863,61.9863
12/30/2019,61.9863,61.9863,61.9863,61.9863
12/27/2019,62.0695,62.2138,62.2138,61.8039
12/26/2019,62.2138,62.2138,62.2138,62.2138
12/25/2019,61.8489,61.8489,61.8489,61.8489
12/24/2019,61.9669,61.9669,61.9669,61.9669
12/23/2019,62.268,62.268,62.268,62.268
12/20/2019,62.2634,62.4133,62.466,62.0157
12/19/2019,62.4133,62.4133,62.4133,62.4133
12/18/2019,62.661,62.661,62.661,62.661
12/17/2019,62.4038,62.4038,62.4038,62.4038
12/16/2019,62.4428,62.4428,62.4428,62.4428
12/13/2019,62.86,62.8402,62.9386,62.1662
12/12/2019,62.8402,62.8402,62.8402,62.8402
12/11/2019,63.2695,63.2695,63.2695,63.2695
12/10/2019,63.5011,63.5011,63.5011,63.5011
12/09/2019,63.5847,63.5847,63.5847,63.5847
12/06/2019,63.7533,63.7294,63.8328,63.6037
12/05/2019,63.7294,63.7294,63.7294,63.7294
12/04/2019,63.9429,64.1502,64.2392,63.8314
12/03/2019,64.1502,64.1502,64.1502,64.1502
12/02/2019,64.1748,64.1748,64.1748,64.1748
11/29/2019,64.3195,64.0735,64.3414,64.02
11/28/2019,64.0735,64.0735,64.0735,64.0735
11/27/2019,63.9615,63.9615,63.9615,63.9615
11/26/2019,63.9516,63.9516,63.9516,63.9516
11/25/2019,63.9381,63.9381,63.9381,63.9381
11/22/2019,63.8623,63.7094,63.8993,63.6189
11/21/2019,63.7094,63.7094,63.7094,63.7094
11/20/2019,63.8991,63.8991,63.8991,63.8991
11/19/2019,63.8192,63.8278,63.8813,63.6491
