Date,Close/Last,Open,High,Low,LastClose,DailyRise,DailyRiseRate,DailyAccProfit,DailyRippleRange,DailyRippleRadio,DailyK,MA5,MA15,MA30,EWMA,MACD,K,D,J,rs,rsi,MAD
2020-04-20,0.1006,0.1006,0.1006,0.1006,0.1037,-0.0031000000000000055,-2.989392478302802,0.0,0.0,100.0,0.0,0.10161999999999968,0.10355333333333352,0.10944333333333336,0.10195963362250093,-0.006972076413120126,29.821448634787924,31.837666005372924,25.78901389361792,0.46480433717836156,31.73149651329608,0.0008640000000000008
2020-04-17,0.1037,0.1037,0.1037,0.1037,0.1016,0.0021000000000000046,2.0669291338582725,1.0308151093439364,0.0,100.0,0.0,0.10235999999999967,0.10440000000000019,0.11056333333333336,0.10263945043375139,-0.006750056550068094,43.48217295218202,32.84577469066542,64.7549694752152,0.5561423182915239,35.73852543911974,0.001312000000000002
2020-04-15,0.1016,0.1016,0.1016,0.1016,0.1005,0.0010999999999999899,1.0945273631840695,1.0099403578528827,0.0,100.0,0.0,0.10235999999999967,0.10509333333333352,0.1115966666666667,0.10210917565062709,-0.00858240354107987,25.223259428272982,27.52757555990712,20.614627165004705,0.43253216255276755,30.193539374501498,0.001312000000000002
2020-04-14,0.1005,0.1005,0.1005,0.1005,0.1017,-0.0011999999999999927,-1.1799410029498454,0.9990059642147119,0.0,100.0,0.0,0.10279999999999967,0.10583333333333353,0.1127966666666667,0.10236376347594063,-0.009317863955648379,24.084889142409565,28.679733625724186,14.895200175780325,0.37240885550976766,27.135416243830633,0.00136
2020-04-13,0.1017,0.1017,0.1017,0.1017,0.1043,-0.002600000000000005,-2.492809204218605,1.010934393638171,0.0,100.0,0.0,0.10359999999999966,0.10649333333333354,0.11405000000000004,0.10329564521391095,-0.008988160906902838,34.90782151849236,30.977155867381498,42.76915282071408,0.39656106164904337,28.39554048433719,0.0007600000000000023
2020-04-09,0.1043,0.1043,0.1043,0.1043,0.1037,0.0006000000000000033,0.578592092574738,1.036779324055666,0.0,100.0,0.0,0.10387999999999967,0.10698666666666687,0.11548000000000004,0.10409346782086644,-0.00884271785962085,36.508073741153204,29.011823041826062,51.500575139807495,0.456068980247907,31.321935048039947,0.00041600000000000247
2020-04-08,0.1037,0.1037,0.1037,0.1037,0.1038,-0.00010000000000000286,-0.0963391136801569,1.0308151093439362,0.0,100.0,0.0,0.10359999999999966,0.10709333333333354,0.11680000000000004,0.10399020173129968,-0.010229768586278457,26.501241046512423,25.263697692162495,28.97632775521228,0.4239132845031267,29.771004254030174,0.00047999999999999985
2020-04-07,0.1038,0.1038,0.1038,0.1038,0.1045,-0.0006999999999999923,-0.6698564593301362,1.0318091451292244,0.0,100.0,0.0,0.10293999999999967,0.10729333333333355,0.11827333333333338,0.10413530259694952,-0.0113825713275275,24.185823833919585,24.644926014987533,23.26761947178369,0.4260334299502411,29.87541673304999,0.0010319999999999995
2020-04-06,0.1045,0.1045,0.1045,0.1045,0.1031,0.0013999999999999985,1.3579049466537327,1.0387673956262422,0.0,100.0,0.0,0.10301999999999967,0.10763333333333354,0.11986333333333338,0.10430295389542428,-0.012657767422735472,23.10044117723596,24.874477105521507,19.552369320664866,0.44034867134843736,30.572366268522202,0.001095999999999997
2020-04-03,0.1031,0.1031,0.1031,0.1031,0.1029,0.00019999999999999185,0.1943634596695742,1.0248508946322064,0.0,100.0,0.0,0.10357999999999964,0.10806000000000021,0.12147000000000004,0.10420443084313642,-0.014570503393153683,19.68715811621892,25.76149506966428,7.538484209328196,0.377946412647656,27.428237352238583,0.0017360000000000014
2020-04-02,0.1029,0.1029,0.1029,0.1029,0.1004,0.0025000000000000022,2.4900398406374524,1.02286282306163,0.0,100.0,0.0,0.10515999999999966,0.10898666666666687,0.12323000000000003,0.10475664626470464,-0.015629596849905357,19.676722575788247,28.798663546386962,1.4328406345908178,0.3696685620036751,26.989636198036877,0.0031920000000000004
2020-04-01,0.1004,0.1004,0.1004,0.1004,0.1042,-0.003799999999999998,-3.6468330134356983,0.9980119284294231,0.0,100.0,0.0,0.10723999999999964,0.10987333333333354,0.12493333333333337,0.10568496939705696,-0.016189023797389946,20.39099627244148,33.35963403168632,-5.546279246048201,0.27358636702889305,21.481571577052406,0.003952
2020-03-31,0.1042,0.1042,0.1042,0.1042,0.1073,-0.0031000000000000055,-2.889095992544273,1.0357852882703773,0.0,100.0,0.0,0.10997999999999963,0.11135333333333355,0.12678000000000003,0.10832745409558543,-0.013871838405904998,30.586494408662222,39.84395291130874,12.07157740336919,0.31650917488219327,24.04154721599383,0.003383999999999998
2020-03-30,0.1073,0.1073,0.1073,0.1073,0.111,-0.003699999999999995,-3.3333333333333286,1.0666003976143137,0.0,100.0,0.0,0.11167999999999964,0.11280000000000022,0.12840000000000004,0.11039118114337816,-0.01222761003802638,45.879741612993335,44.472682162632005,48.69386051371599,0.35919875779702554,26.427242942688594,0.0020239999999999954
