Date,Close/Last,Open,High,Low,LastClose,DailyRise,DailyRiseRate,DailyReturn,TotalReturn,DailyRippleRange,DailyRippleRadio,DailyK,MA5,MA15,MA30,EWMA,MACD,K,D,J,rs,rsi,MAD
2020-04-20,93.525,94.875,95.0,93.15,94.65,-1.125,-0.011885895404120442,0.0,-0.25876758470378436,1.8499999999999943,1.019860440150295,0.019545694664553557,94.41999999999996,93.43833333333349,96.84333333333322,93.95472595495046,-1.900395543891796,68.81178552166914,61.02437714595686,84.38660227309367,0.7906864008357593,44.15549257908731,0.6459999999999979
2020-04-17,94.65,96.5,96.7,93.05,95.5,-0.8499999999999943,-0.008900523560209364,1.012028869286287,-0.2498513968694273,3.6500000000000057,1.0392262224610425,0.038219895287958175,93.91499999999996,93.93333333333348,97.25083333333322,94.1695889324257,-1.7806438650812604,70.6180975697154,57.130672958100725,97.59294679294474,0.8376848434202835,45.583705302873994,1.2520000000000011
2020-04-16,95.5,94.425,97.675,94.425,94.725,0.7750000000000057,0.00818157825283722,1.0211173483025928,-0.24311472161680203,3.25,1.0344188509398995,0.034309844286091316,93.78499999999995,94.65333333333348,97.71749999999989,93.92938339863854,-2.427864797611033,66.8477239719016,50.38696065229339,99.76925061111804,0.8741385059390531,46.64215068251098,1.147999999999999
2020-04-15,94.725,92.5,95.5,92.2,93.7,1.0249999999999915,0.010939167556029791,1.0128307939053727,-0.24925698434713695,3.299999999999997,1.0357917570498916,0.03521878335112057,93.24999999999994,95.51666666666682,98.24333333333321,93.14407509795778,-4.104888894853616,58.12357151741918,42.15657899248928,90.05755656727898,0.8372951989794225,45.57216496535351,1.069999999999999
2020-04-14,93.7,91.25,94.8,90.425,91.0,2.700000000000003,0.0296703296703297,1.0018711574445334,-0.25738062215177326,4.375,1.0483826375449268,0.04807692307692308,91.96999999999994,96.27833333333349,98.75583333333321,92.35361264693667,-6.025398468393334,44.187329662716564,34.173082730024326,64.21582352810104,0.7920475431972042,44.1979090456555,1.8460000000000008
2020-04-13,91.0,91.1,91.525,91.0,94.0,-3.0,-0.031914893617021274,0.9730018711574443,-0.2787794729542302,0.5250000000000057,1.0057692307692307,0.0055851063829787835,89.99499999999995,96.8083333333335,99.30416666666656,91.680418970405,-8.012738098709706,35.75549217568226,29.1659592636782,48.93455799969036,0.6813720924685713,40.52476519151621,3.1359999999999983
2020-04-09,94.0,93.0,94.575,90.55,92.825,1.1749999999999972,0.012658227848101234,1.0050788559208765,-0.2550029720626114,4.025000000000006,1.0444505797901713,0.0433611634796661,89.45999999999995,97.31833333333351,100.02749999999989,92.0206284556075,-8.531525308565854,34.10942873971387,25.871192807676167,50.58590060378927,0.7692070424394545,43.47750285793801,3.1620000000000004
2020-04-08,92.825,92.825,92.825,91.6,88.325,4.5,0.05094820266062836,0.9925153702218656,-0.2643154349118288,1.2250000000000085,1.0133733624454149,0.013869232946504483,89.22499999999994,97.39166666666684,100.64833333333323,91.03094268341123,-11.4160807501758,23.47706827963884,21.752074841657315,26.927055155601884,0.7223240909153568,41.93891815862983,2.879999999999998
2020-04-07,88.325,85.75,88.325,85.75,83.825,4.5,0.053683268714583954,0.9443998930767172,-0.29998018624925693,2.575000000000003,1.0300291545189504,0.030718759320011963,90.12499999999994,97.34333333333349,101.35666666666656,90.13391402511684,-14.545959833172578,13.02078121107354,20.889578122666553,-2.7168126121124843,0.5555974851913614,35.71601847395728,3.9599999999999995
2020-04-06,83.825,83.825,85.75,83.825,88.325,-4.5,-0.05094820266062836,0.8962844159315688,-0.3356449375866851,1.9249999999999972,1.022964509394572,0.021794508915935432,92.82499999999995,97.87833333333349,102.24666666666657,91.03837103767525,-15.009863240369725,10.431070704375728,24.823976578463057,-18.35474104379893,0.40077992273336566,28.611198392343965,5.4
2020-04-03,88.325,91.05,95.25,88.325,92.825,-4.5,-0.04847831941826017,0.944399893076717,-0.29998018624925693,6.924999999999997,1.0784036229833003,0.074602747104767,95.89999999999995,98.41333333333347,103.3524999999999,94.64505655651287,-10.881093617810066,15.646606056563591,32.02042951550672,-17.101040861322666,0.46806915346275546,31.883317782320688,4.26
2020-04-02,92.825,96.5,96.5,92.825,97.325,-4.5,-0.04623683534549191,0.9925153702218653,-0.2643154349118288,3.674999999999997,1.0395906275249125,0.037760082198818365,98.42499999999994,98.8966666666668,104.39916666666657,97.80508483476929,-6.944148388962507,23.469909084845387,40.20734124497829,-10.004955235420411,0.55452068084218,35.671489461417906,2.680000000000001
2020-04-01,97.325,99.1,100.0,97.325,101.825,-4.5,-0.044193469187331205,1.0406308473670136,-0.2286506835744006,2.674999999999997,1.02748522989982,0.026270562239135743,100.94999999999995,99.38000000000014,105.30833333333324,100.29512725215393,-3.610380136398039,35.20486362726808,48.57605732504474,8.462476231714774,0.6693112121805689,40.09505281560223,2.15
2020-03-31,101.825,99.0,102.2,97.8,99.2,2.625,0.026461693548387098,1.0887463245121618,-0.1929859322369724,4.400000000000006,1.0449897750511248,0.04435483870967748,103.17499999999993,99.76333333333348,106.10749999999992,101.7801908782309,-1.5414064934597098,51.97703713831907,55.26165417393307,45.407803067091066,0.8285833625690808,45.31285691044224,3.0199999999999987
2020-03-30,99.2,100.5,102.0,98.4,100.95,-1.75,-0.01733531451213472,1.0606789628441586,-0.21379037051713887,3.5999999999999943,1.0365853658536586,0.035661218424962796,104.03999999999992,100.00500000000014,106.76083333333327,101.75778631734634,-1.7805797922421371,55.245308412269935,56.90396269174007,51.927999853329666,0.6996860525827324,41.165605349266414,3.1719999999999997
2020-03-27,100.95,103.325,104.1,100.95,105.45,-4.5,-0.04267425320056899,1.079390537289494,-0.1999207449970279,3.1499999999999915,1.0312035661218424,0.029871977240398213,104.5299999999999,100.24833333333346,107.4816666666666,103.0366794760195,0.19114679570740467,63.320090277979354,57.73328983147513,74.4936911709878,0.7603577109853027,43.19336383965491,2.5840000000000005
2020-03-26,105.45,108.5,108.55,105.45,108.45,-3.0,-0.027662517289073305,1.1275060144346425,-0.16425599365959972,3.0999999999999943,1.029397818871503,0.02858460119870903,104.0699999999999,100.56833333333346,108.09833333333327,104.08001921402924,2.0344466677322615,70.77800775739456,54.93988960822302,102.45424405573765,0.9588958057962381,48.95083255367291,3.1359999999999983
2020-03-25,108.45,110.65,110.65,104.25,106.15,2.299999999999997,0.021667451719265162,1.1595829991980746,-0.14047949276798094,6.400000000000006,1.0613908872901678,0.060292039566651016,101.99999999999989,100.7816666666668,108.54833333333326,103.39502882104385,1.1579463506296435,69.44925940109823,47.02083053363725,114.30611713602019,1.14377627612852,53.35334143141485,4.2399999999999975
2020-03-24,106.15,106.15,106.15,106.15,101.65,4.5,0.044269552385636984,1.1349906442127766,-0.15870814345155532,0.0,1.0,0.0,98.72999999999988,100.97000000000013,108.90249999999993,100.86754323156578,-3.0166178379935857,59.7933016176116,35.80661609990677,107.76667265302125,1.006517059415759,50.162397308938324,4.136000000000001
2020-03-23,101.65,101.65,101.65,101.65,98.65,3.0,0.030410542321338063,1.0868751670676282,-0.19437289478898348,0.0,1.0,0.0,96.7699999999999,101.23333333333345,109.3741666666666,98.22631484734866,-7.97169922481274,39.6899524264174,23.813273341054355,71.4433105971435,0.7571486066922649,43.08961711084615,2.704000000000002
2020-03-20,98.65,99.6,99.6,97.1,95.1,3.5500000000000114,0.03732912723449013,1.054798182304196,-0.21814939568060226,2.5,1.0257466529351185,0.026288117770767616,94.80999999999989,101.80000000000013,110.02999999999993,96.51447227102301,-12.018995003699832,26.016703600006426,15.874933798372835,46.30024320327361,0.602777659768197,37.60831429702946,2.2680000000000033
2020-03-19,95.1,95.075,95.1,94.475,92.1,3.0,0.03257328990228013,1.0168404170008012,-0.2462849217356846,0.625,1.0066155067478169,0.0067861020629750276,94.19499999999988,102.73666666666678,110.7791666666666,95.44670840653453,-15.523762243135568,15.015546683686324,10.804048897556038,23.438542255946896,0.4331533930885361,30.223798455730076,1.7759999999999991
2020-03-18,92.1,95.775,100.85,91.85,96.35,-4.25,-0.04411001556824079,0.984763432237369,-0.27006142262730337,9.0,1.0979858464888406,0.0934094447327452,95.18999999999988,103.90500000000013,111.63416666666659,95.62006260980179,-17.38114810799798,9.765792291773563,8.698300004490896,11.900776866338894,0.3000478317101306,23.079753251496655,2.572
2020-03-17,96.35,94.05,96.35,94.0,91.85,4.5,0.048992923244420256,1.0302058273188979,-0.23637804636417675,2.3499999999999943,1.025,0.025585193249863847,97.38499999999989,105.37000000000013,112.61833333333327,97.38009391470268,-16.764725781790062,11.651612414268554,8.164553860849564,18.625729521106532,0.36373719491677636,26.67208874793313,3.3520000000000065
2020-03-16,91.85,91.075,99.975,91.075,95.575,-3.7250000000000085,-0.0389746272560817,0.9820903501737496,-0.27204279770160494,8.899999999999991,1.097721657974197,0.09312058592728215,99.20499999999988,106.61500000000015,113.46249999999993,97.89514087205403,-18.209765761108915,3.934414770311706,6.42102458414007,-1.0388048573450224,0.15504062349318215,13.422958495112809,4.394000000000003
2020-03-13,95.575,102.375,103.025,95.575,100.075,-4.5,-0.04496627529352985,1.021919272921678,-0.24252030909451155,7.450000000000003,1.0779492545121632,0.0744441668748439,101.40499999999989,108.29166666666681,114.44666666666662,100.91771130808105,-15.535841326360883,4.088756658391555,7.664329491054251,-3.062389006933838,0.18466335610808796,15.58783389019078,2.8639999999999985
2020-03-12,100.075,100.075,100.075,100.075,103.075,-3.0,-0.029105020616056267,1.0700347500668261,-0.20685555775708336,0.0,1.0,0.0,103.43999999999987,109.90166666666681,115.31999999999995,103.58906696212158,-13.093893011709216,6.133134987587332,9.4521159073856,-0.5048268520092059,0.235039071757139,19.030901704408393,1.7280000000000029
2020-03-11,103.075,105.225,106.85,102.8,105.45,-2.375,-0.02252252252252252,1.1021117348302585,-0.18307905686546458,4.049999999999997,1.0393968871595332,0.038406827880512064,105.15499999999986,111.2366666666668,116.04249999999996,105.34610044318237,-11.887024459181575,9.199702481380998,11.111606367284734,5.375894709573526,0.28279619046994287,22.04529391113506,1.754000000000002
2020-03-10,105.45,105.0,105.85,104.8,102.85,2.6000000000000085,0.025279533300923758,1.1275060144346423,-0.16425599365959972,1.0499999999999972,1.0100190839694656,0.010209042294603765,106.79499999999985,112.4516666666668,116.6783333333333,106.48165066477355,-11.583416222214378,12.273732125827351,12.0675583102366,12.686079757008851,0.33245396422895174,24.950502843175684,2.5340000000000034
2020-03-09,102.85,102.75,105.225,102.75,105.75,-2.9000000000000057,-0.027423167848699817,1.0997059609730009,-0.18486229443233607,2.4749999999999943,1.0240875912408758,0.023404255319148883,107.72499999999984,113.5166666666668,117.2383333333333,106.99747599716032,-12.306720614081591,6.620205175640581,11.964471402441228,-4.068327277960716,0.153953750137992,13.341414256817643,2.7400000000000033
2020-03-06,105.75,107.25,108.175,105.65,108.65,-2.9000000000000057,-0.02669121030832955,1.1307137129109852,-0.16187834357043787,2.5249999999999915,1.0238996687174633,0.023239760699493708,109.18499999999983,114.71500000000013,117.97166666666664,109.07121399574048,-10.44658390519924,9.544207377360506,14.636604515841555,-0.640586899601594,0.18887139029937722,15.886612449460685,1.5880000000000023
2020-03-05,108.65,110.425,110.55,108.5,111.275,-2.625,-0.02359020444843855,1.1617214648489698,-0.13889439270853965,2.049999999999997,1.01889400921659,0.01842282633116151,110.57499999999985,115.62833333333347,118.60249999999998,110.73182099361073,-9.038860893375373,13.903939932020164,17.182803085082078,7.346213625896333,0.23926112471611127,19.30675625533891,1.1300000000000012
2020-03-04,111.275,111.15,112.45,110.25,110.1,1.1750000000000114,0.010672116257947424,1.189788826516973,-0.11808995442837322,2.200000000000003,1.019954648526077,0.01998183469573118,111.36999999999985,116.31500000000013,119.18666666666665,111.7727314904161,-8.502978733771329,18.980909898030244,18.822234661613034,19.29826037086466,0.3084235163807053,23.572147131217164,1.0340000000000003
2020-03-03,110.1,111.9,112.65,109.5,110.15,-0.05000000000001137,-0.0004539264639129493,1.1772253408179618,-0.12740241727759066,3.1500000000000057,1.0287671232876714,0.028597367226509355,111.92999999999986,116.83500000000012,119.68999999999998,112.02159723562416,-9.258317120125339,15.866322830238632,18.742897043404426,10.113174403907045,0.18827407982412003,15.844331120307444,1.4440000000000026
2020-03-02,110.15,108.325,110.575,108.275,112.7,-2.549999999999997,-0.022626441881100242,1.1777599572306858,-0.12700614226273027,2.299999999999997,1.0212422073424152,0.020408163265306097,112.91499999999985,117.51500000000013,120.23166666666664,112.98239585343624,-8.893058124038294,16.912691792527802,20.181184149987324,10.375707077608759,0.18917218349087375,15.907888371181826,1.3080000000000012
2020-02-28,112.7,111.0,113.4,110.5,112.625,0.07500000000000284,0.0006659267480577389,1.205025394279603,-0.10679611650485432,2.9000000000000057,1.0262443438914028,0.025749167591564977,114.28499999999985,118.26000000000013,120.76416666666664,114.39859378015439,-7.692367779459534,18.293565990678495,21.815430328717085,11.249837314601315,0.24437778605687732,19.638552599950344,1.3820000000000021
