Date,Close/Last,Open,High,Low,LastClose,DailyRise,DailyRiseRate,DailyRippleRange,DailyRippleRadio,DailyK,MA5,MA15,MA30,EWMA,MACD,K,D,J,rs,rsi,MAD
2020-04-20,0.15048,0.1579,0.15665,0.14974,0.15779,-0.007310000000000011,-4.632739717345846,0.0069099999999999995,104.61466542006144,4.3792382280245885,0.15710799999999964,0.16010533333333302,0.15111700000000036,0.15555257862133887,-0.0015170716571752483,56.980405296420884,55.43989740914932,60.061421070964016,0.833179586590368,45.4499707876436,0.00265120000000002
2020-04-19,0.15779,0.16217,0.1592,0.15599000000000002,0.16194,-0.004149999999999987,-2.5626775348894575,0.0032099999999999906,102.05782421950124,1.9822156354205205,0.15613599999999966,0.16009999999999966,0.15084333333333372,0.1580888679320083,0.0026535241708894623,65.23423553749193,54.66964346551352,86.36341968144872,0.995760507738469,49.89378755003187,0.004206400000000004
2020-04-18,0.16194,0.15753,0.16282,0.16034,0.15743,0.004510000000000014,2.8647652925109663,0.0024799999999999822,101.54671323437694,1.5753033094073448,0.15632999999999966,0.159481333333333,0.15035100000000037,0.15823830189801247,0.003294874484406212,59.983528897168874,49.38734742952431,81.175891832458,1.1099365978804234,52.60521093360963,0.004283999999999999
2020-04-17,0.15743,0.15815,0.15784,0.15609,0.1579,-0.00047000000000002595,-0.29765674477519055,0.0017500000000000016,101.12114805560894,1.1082963901203302,0.15588999999999967,0.158531333333333,0.14988433333333367,0.1563874528470187,0.0005787672119930767,42.09782108333169,44.089256695702026,38.114949858591004,0.9942284263574784,49.855293065572646,0.0041080000000000005
2020-04-16,0.1579,0.14547000000000002,0.15905999999999998,0.15553,0.14562,0.012280000000000013,8.432907567641816,0.0035299999999999776,102.26965858676782,2.4241175662683543,0.15557199999999966,0.15793266666666633,0.14878700000000036,0.155866179270528,-0.0002248263626368251,38.1792837083309,45.08497450188719,24.36790212121832,1.005486836154344,50.13679561629199,0.003980800000000012
2020-04-15,0.14562,0.15847999999999998,0.14815,0.14209000000000002,0.15875999999999998,-0.013139999999999985,-8.276643990929697,0.006059999999999982,104.26490252656765,3.8170823885109493,0.15545999999999965,0.15712199999999965,0.14762866666666702,0.154849268905792,-0.0019946913392617114,31.536503687496335,48.537819898665326,-2.4661287348416465,0.7307564465653857,42.22179544762301,0.0039360000000000115
2020-04-14,0.15875999999999998,0.15963,0.15883,0.15604,0.15974000000000002,-0.0009800000000000364,-0.6134969325153602,0.002789999999999987,101.78800307613432,1.7465882058344726,0.15888799999999967,0.15693399999999963,0.14655266666666703,0.15946390335868801,0.005697556511502497,41.5593128229112,57.03847800424981,10.600982460233979,1.005129135108442,50.127900368575624,0.0018896000000000023
2020-04-13,0.15974000000000002,0.15631,0.16036,0.15829000000000001,0.15584,0.0039000000000000146,2.5025667351129455,0.0020699999999999885,101.3077263250995,1.3282854209445512,0.16078799999999965,0.15582933333333296,0.14521600000000037,0.15981585503803206,0.0071210911024606055,51.89414941454701,64.77806059491911,26.12632705380281,1.0319626922248786,50.78649800872773,0.0037775999999999864
2020-04-12,0.15584,0.15743,0.16122,0.15505,0.15734,-0.0015000000000000013,-0.9533494343460032,0.006170000000000009,103.97936149629152,3.921444006609895,0.16285399999999967,0.1541239999999996,0.14398433333333369,0.15985378255704807,0.008205264246594854,54.53648555972895,71.22001618510517,21.169424308976517,0.9333097064986207,48.27522995210734,0.005048799999999997
2020-04-11,0.15734,0.162,0.16092,0.15727,0.16276,-0.00541999999999998,-3.330056524944692,0.0036500000000000143,102.32084949449991,2.242565740968306,0.16567399999999965,0.1528979999999996,0.14304966666666702,0.1618606738355721,0.012839025522856956,66.46567605201169,79.56178149779328,40.273465160448495,0.9673941053806873,49.17134308448578,0.0044991999999999975
