Date,Close/Last,Open,High,Low,LastClose,DailyRise,DailyRiseRate,DailyAccProfit,DailyRippleRange,DailyRippleRadio,DailyK,MA5,MA15,MA30,EWMA,MACD,K,D,J,rs,rsi,MAD
2020-04-20,8560.73,8553.37,8684.91,8553.37,8650.14,-89.40999999999985,-1.0336248893081483,0.0,131.53999999999905,101.5378733762248,1.5206690296341916,8530.430000000026,8038.98466666666,7737.683000000004,8486.274282333443,778.0147107583491,91.22511384557943,90.47212005897448,92.73110141878934,1.4109276277802136,58.52218919898816,60.7760000000002
2020-04-17,8650.14,8667.48,8670.3,8531.69,8532.36,117.77999999999884,1.3803918259426329,1.0104442027724272,138.60999999999876,101.62464880932147,1.62452123445329,8456.768000000025,7968.427999999994,7738.179333333336,8449.046423500165,823.1071753065512,94.56328636642314,90.095623165672,103.49861276792544,1.5227126258263797,60.360130212119415,131.17439999999988
2020-04-16,8532.36,8479.11,8560.16,8393.27,8393.18,139.1800000000003,1.658251103872433,0.9966860302801281,166.88999999999942,101.98837878443085,1.9884001058001783,8357.456000000026,7911.587999999993,7741.128000000003,8348.499635250248,765.5002198008822,92.8026401652108,87.86179156529641,102.6843373650396,1.425800179221525,58.776489153326935,147.5648000000001
2020-04-15,8393.18,8355.96,8464.66,8308.79,8515.74,-122.55999999999949,-1.43921726121276,0.9804280709705833,155.86999999999898,101.8759650923901,1.8303752815374705,8269.164000000026,7835.050666666661,7757.319000000003,8256.569452875372,714.8202018575547,90.29668459041278,85.39136726533923,100.10731924055989,1.3194593220907784,56.8865040884359,148.23680000000022
2020-04-14,8515.74,8353.21,8531.11,8338.09,8192.42,323.3199999999997,3.9465750046994623,0.9947446070603791,193.02000000000044,102.31491864443775,2.3560803767385026,8167.980000000027,7770.0293333333275,7767.016000000003,8188.264179313057,697.917186045278,90.99329719937622,82.93870860280244,107.10247439252376,1.4451174352038825,59.102168852817634,148.87999999999974
2020-04-13,8192.42,8127.69,8200.44,8035.95,8153.58,38.840000000000146,0.4763551715933387,0.9569767998757115,164.4900000000007,102.04692662348572,2.01739603953111,8047.480000000027,7659.691333333327,7781.563333333337,8024.5262689695855,514.2641154645813,87.1082080677691,78.91141430451556,103.50179559427616,1.2118287568540778,54.78854333088981,117.78399999999984
2020-04-09,8153.58,8169.01,8227.91,8072.32,8090.9,62.68000000000029,0.7746974996601156,0.9524398036148786,155.59000000000015,101.92745084436692,1.9230246326119484,7883.612000000027,7572.164666666661,7794.06166666667,7940.57940345438,442.56866577757387,82.55047979690794,74.81301742288878,98.02540454494624,1.1858058605919968,54.250282789105384,204.21279999999933
2020-04-08,8090.9,7975.72,8114.43,7901.94,7887.26,203.63999999999942,2.581885217426577,0.9451179981146466,212.4900000000007,102.68908647749795,2.6940914842416843,7750.358000000027,7505.297999999994,7807.8250000000035,7834.0791051815695,322.0729087272569,77.7802844963834,70.9442862358792,91.45228101739181,1.1468098020547854,53.41925497811378,256.13039999999984
2020-04-07,7887.26,8129.99,8146.43,7881.22,7913.24,-25.979999999999563,-0.32831052767260394,0.9213303071116598,265.21000000000004,103.36508814625147,3.35147171070257,7604.294000000026,7431.893999999995,7837.487333333337,7705.668657772355,147.03281854570696,69.90523427556592,67.5262871056271,74.66312861544353,1.0291657076902927,50.71866254145136,236.76479999999992
2020-04-06,7913.24,7660.17,7938.33,7617.79,7373.08,540.1599999999999,7.326110662029977,0.9243650950327832,320.53999999999996,104.20778204702414,4.347436892045115,7566.862000000026,7395.061999999994,7873.432333333336,7614.872986658532,12.409295819112913,69.95536749126852,66.33681352065771,77.19247543249011,1.0437116559839374,51.06941837553137,191.84639999999982
2020-04-03,7373.08,7477.27,7518.72,7288.11,7487.31,-114.23000000000047,-1.5256480631895897,0.8612676722662669,230.61000000000058,103.16419483240512,3.080011379253705,7539.044000000026,7327.818666666661,7917.03366666667,7465.689479987799,-241.66608789963448,56.828266743074124,64.52753653535233,41.42972715851772,0.770841949908953,43.52968653970421,158.4647999999999
2020-04-02,7487.31,7317.45,7501.7,7307.95,7360.58,126.73000000000047,1.7217393194558104,0.8746111604968267,193.75,102.65122229900314,2.632265392129425,7564.904000000026,7361.2719999999945,7990.484000000003,7511.994219981698,-194.26160015116727,70.94019728541842,68.37717143149142,76.06624899327241,0.8144846168784484,44.887931774238375,137.7767999999998
2020-04-01,7360.58,7459.5,7566.37,7301.98,7700.1,-339.52000000000044,-4.40929338580019,0.8598075164150719,264.3900000000003,103.62079874225896,3.433591771535439,7626.950000000026,7342.237999999995,8065.939000000003,7524.336329972546,-198.69363384078667,72.14426769505667,67.09565850452792,82.24148607611417,0.7561588422351524,43.05754263508138,156.37600000000003
2020-03-31,7700.1,7740.06,7880.31,7642.86,7774.15,-74.04999999999927,-0.952515709112884,0.8994676855828883,237.45000000000073,103.10682126847803,3.054353209032508,7631.694000000027,7381.669333333328,8147.82566666667,7606.214494958818,-83.78077959801351,79.02407875995404,64.57135390926354,107.92952846133505,0.8844978029167375,46.935464798513074,150.68319999999986
2020-03-30,7774.15,7583.46,7784.35,7539.97,7502.38,271.7699999999995,3.6224504757157003,0.9081176488453669,244.3800000000001,103.24112695408603,3.257366329084905,7575.2460000000265,7424.612666666661,8215.580333333337,7559.271742438227,-174.75775418252215,75.75092488832362,57.344991483918285,112.5627916971343,0.9159831124389404,47.807473170937534,168.47920000000013
2020-03-27,7502.38,7554.25,7716.24,7491.13,7797.54,-295.15999999999985,-3.785296388348118,0.8763715243910273,225.10999999999967,103.0050206043681,2.8869361362686137,7392.550000000027,7436.381333333328,8280.814666666669,7451.8326136573405,-382.70325697405804,65.13988020417587,48.14202478171563,99.13559104909633,0.7946713319901737,44.279491059175434,216.05199999999985
2020-03-26,7797.54,7462.21,7809.82,7462.21,7384.3,413.2399999999998,5.5961973375946235,0.910849892474123,347.6099999999997,104.65827147721653,4.707419796053785,7267.978000000027,7507.930666666662,8354.46766666667,7426.558920486011,-478.07861409467716,60.75462682357539,39.6430970704855,102.97768632975517,0.9054449473757549,47.51881961338034,318.3063999999998
2020-03-25,7384.3,7421.36,7671.21,7276.4,7417.86,-33.55999999999949,-0.4524215878973113,0.8625783081582994,394.8100000000004,105.42589742180199,5.322424526750309,7138.5860000000275,7570.667999999995,8418.748333333335,7241.068380729015,-863.0095762297725,41.65298572076701,29.087332193940558,66.78429277441992,0.7242237681371629,42.00288741638264,214.7927999999998
2020-03-24,7417.86,7196.15,7418.37,7169.86,6860.67,557.1899999999996,8.121509998294622,0.8664985345875875,248.51000000000022,103.46603699374883,3.622240976464401,7059.694000000027,7679.587333333328,8493.903000000002,7169.452571093522,-1105.5881004691455,32.2314291480403,22.80450543052733,51.085276583066246,0.734258197306745,42.338459085678686,179.62079999999986
2020-03-23,6860.67,6847.28,6984.94,6631.42,6879.52,-18.850000000000364,-0.274001674535438,0.8014117954894032,353.5199999999995,105.33098491725754,5.138730609112256,7043.078000000026,7764.002666666662,8567.587333333337,7045.248856640283,-1472.8968160147122,16.7507724594752,18.091043571770843,14.070230234883915,0.5206506585787324,34.238676427191734,159.68159999999972
2020-03-20,6879.52,7248.07,7354.44,6854.67,7150.58,-271.0599999999995,-3.790741450343881,0.8036137105130052,499.7699999999995,107.29094179588515,6.989223251820126,7051.862000000027,7903.435333333328,8656.24866666667,7137.538284960424,-1518.5572839519393,17.73071112350058,18.761179127918663,15.66977511466441,0.5241679666622749,34.390433215187755,152.6543999999996
2020-03-19,7150.58,6996.45,7341.38,6858.38,6989.84,160.73999999999978,2.299623453469604,0.8352768981149972,483.0,107.0424794193381,6.910029414121068,7250.934000000026,8015.958666666661,8746.003000000002,7266.547427440634,-1507.4342161317813,20.781637171211447,19.276413130127704,23.792085253378936,0.5761389088045534,36.55381550357987,283.1167999999998
2020-03-18,6989.84,6902.32,7182.83,6686.36,7334.78,-344.9399999999996,-4.702799538636464,0.8165004619933113,496.47000000000025,107.42511620672535,6.768710172629586,7261.178000000026,8110.351999999994,8824.606333333335,7324.531141160951,-1617.3393362121035,17.198680290844035,18.523801109585833,14.548438653360435,0.5215425147049342,34.2772225990724,274.92159999999984
2020-03-17,7334.78,7072.0,7406.23,6828.91,6904.59,430.1899999999996,6.230493048826934,0.8567937547382056,577.3199999999997,108.45405782181929,8.361394376784133,7453.620000000026,8243.080666666661,8907.210666666668,7491.876711741427,-1554.2592083768684,17.91951576336885,19.186361518956733,15.385824252193082,0.5852088343458975,36.91682897965752,367.87600000000003
2020-03-16,6904.59,7392.73,7422.2,6882.86,7874.88,-970.29,-12.321330610752163,0.8065421990881618,539.3400000000001,107.83598678456339,6.848866268438377,7655.5140000000265,8351.802666666661,8971.831333333334,7570.42506761214,-1635.59060883518,14.78967289559219,19.819784396750673,4.729449893275223,0.4438405143282675,30.740272898822198,481.85519999999997
2020-03-13,7874.88,7610.39,7875.93,7219.09,7201.8,673.0799999999999,9.3459968341248,0.9198841687566364,656.8400000000001,109.09865370843139,9.120497653364438,7864.732000000025,8506.248666666661,9046.709666666666,7903.3426014182105,-1289.942838960222,21.67611011078334,22.334840147329917,20.35865003769019,0.6305266741613534,38.67012322786189,265.1728000000006
2020-03-12,7201.8,7398.58,7712.33,7194.67,7952.05,-750.25,-9.434674077753535,0.8412600327308535,517.6599999999999,107.19504855677884,6.509767921479365,8004.8800000000265,8619.695999999994,9094.177999999998,7917.573902127316,-1445.4235646852467,14.381517817255967,22.664205165603207,-2.1838568794385154,0.35959135286390326,26.448487783218397,364.04400000000044
2020-03-11,7952.05,8136.25,8181.36,7850.95,8344.25,-392.1999999999998,-4.700242682086465,0.9288985869195734,330.40999999999985,104.20853527280138,3.9597327500973707,8312.240000000025,8789.639999999994,9163.289999999999,8275.460853190974,-1030.3727161338627,21.382209282597618,26.80554883977683,10.535530168239198,0.49972899679411326,33.32128656993069,288.6999999999998
2020-03-10,8344.25,8219.76,8347.4,7930.43,7950.68,393.5699999999997,4.95014262930969,0.9747124369066655,416.96999999999935,105.25784856558849,5.244457077885153,8525.448000000024,8913.981999999995,9207.211,8437.166279786461,-895.4828218848041,27.927730548874887,29.51721861836643,24.748754409891795,0.6163212236492512,38.13110999419727,302.38640000000015
2020-03-09,7950.68,7957.93,8243.31,7943.16,8575.62,-624.9400000000005,-7.287403126537795,0.9287385538382824,300.14999999999964,103.77872282567641,3.500038481182697,8593.416000000023,9006.547999999993,9233.712999999998,8483.624419679692,-940.4854159396804,23.739844338519944,30.311962653112204,10.595607709335425,0.398918609895914,28.516212957206662,264.2127999999997
2020-03-06,8575.62,8469.02,8612.36,8375.13,8738.6,-162.97999999999956,-1.8650584761861118,1.0017393376499435,237.23000000000138,102.83255304693779,2.7147369143798934,8793.712000000023,9125.247999999994,9279.187333333331,8750.09662951954,-612.5849307660164,35.297774739052095,33.59802181040833,38.69728059633961,0.5871202945607804,36.992803669192575,153.1304
2020-03-05,8738.6,8790.09,8921.08,8677.39,9018.09,-279.4899999999998,-3.09921502224972,1.0207774337001636,243.6900000000005,102.80833292038274,2.7022351739669985,8792.062000000024,9201.004666666662,9306.749333333331,8837.33494427931,-547.8025580538063,38.130754963682286,32.74814534608645,48.89597419887396,0.6628499034789782,39.862281141080636,154.45039999999972
2020-03-04,9018.09,8834.1,9019.96,8757.66,8684.09,334.0,3.846113985460768,1.0534253504082012,262.2999999999993,102.99509229634398,3.020466162833403,8757.638000000024,9266.82866666666,9328.255,8886.702416418962,-539.3006823754816,34.789830495999446,30.056840537288537,44.25581041342127,0.8341859636910934,45.47990117710789,181.98960000000005
2020-03-03,8684.09,8965.1,9070.32,8602.89,8952.16,-268.0699999999997,-2.9944728423084452,1.0144099860642726,467.4300000000003,105.4334066807782,5.2214214223159585,8750.174000000025,9308.21866666666,9340.01233333333,8821.008624628443,-728.062074720683,26.2192135389282,27.690345557933085,23.276949500918434,0.5473529812386128,35.373504809514884,173.03279999999978
2020-03-02,8952.16,8667.14,8952.81,8543.35,8567.37,384.78999999999905,4.491343317727599,1.0457239043866586,409.4599999999991,104.79273352958734,4.779296330145646,8806.478000000026,9371.171999999993,9363.507333333331,8889.467936942665,-712.105276300715,25.84099349526196,28.42591156743553,20.671157350914818,0.6961738602255996,41.04377956473194,191.64240000000026
2020-02-28,8567.37,8269.74,8591.82,8264.16,8566.48,0.8900000000012369,0.010389331440699529,1.000775634788155,327.65999999999985,103.96483127141778,3.8249082470279494,8860.302000000025,9409.061999999994,9377.006333333331,8858.121905413997,-866.1045698579228,16.90925960022139,29.718370603522313,-8.708962406380458,0.3337746382005329,25.024815185483376,234.70160000000033
