Date,Close/Last,DailyIncreasingRate
2020/4/20,-2.7939999999999996,-111.0347551342812
2020/4/17,20.974,-0.13332063612988554
2020/4/16,21.002,5.697030699547034
2020/4/15,19.87,-1.193436101442058
2020/4/14,20.11,-10.263275323516286
2020/4/13,22.41,10.339734121122612
2020/4/9,22.76,-9.286568353925862
2020/4/8,25.09,6.178586542530695
2020/4/7,23.63,-9.394171779141104
2020/4/6,26.08,-7.974594213126329
2020/4/3,28.34,-1114.3163922691483
2020/4/2,25.32,20.720892533613046
2020/4/1,20.31,-34.75746867973017
2020/3/31,20.48,1.9412643106022864
2020/3/30,20.09,-57.418397626112764
2020/3/27,21.51,-4.823008849557519
2020/3/26,22.6,-7.717435688035923
2020/3/25,24.49,1.9991670137442519
2020/3/24,24.01,2.782534246575352
2020/3/23,23.36,3.4085878707392547
2020/3/20,22.59,-51.679144385026746
2020/3/19,25.634,24.71538386688721
2020/3/18,20.554000000000002,-23.947309997779907
2020/3/17,27.026,-5.832752613240421
2020/3/16,28.7,-9.549322407815952
2020/3/13,31.73,0.7301587301587364
2020/3/12,31.5,-4.48756822316555
2020/3/11,32.98,-4.016298020954601
2020/3/10,34.36,-31.71701112877584
2020/3/9,31.13,-24.58817829457365
2020/3/6,41.28,-10.065359477124181
2020/3/5,45.9,-1.8811457887986327
2020/3/4,46.78,128.41796875
2020/3/3,47.18,119.33984193398418
2020/3/2,46.75,82.3749707419833
2020/2/28,44.76,-4.94797196857083
2020/2/27,47.09,-3.3654832751898067
2020/2/26,48.73,-2.344689378757514
2020/2/25,49.9,-2.9749173634065706
2020/2/24,51.43,-3.6530535781191475
2020/2/21,53.38,-0.8911994058670603
2020/2/20,53.86,0.8425388504025522
2020/2/19,53.41,2.4239634871322746
2020/2/18,52.146,0.08060801473974699
2020/2/14,52.104,1.3302217036172737
2020/2/13,51.42,0.4885675200312578
2020/2/12,51.17,2.462955546655987
2020/2/11,49.94,0.7464192051644059
2020/2/10,49.57,-16.773002014775017
2020/2/7,50.32,-1.2365063788027486
2020/2/6,50.95,0.3940886699507429
2020/2/5,50.75,2.297923805684343
2020/2/4,49.61,-0.9978048293753705
2020/2/3,50.11,11.952636282395002
2020/1/31,51.56,-1.1123897199846522
2020/1/30,52.14,-17.303727200634412
2020/1/29,53.33,-0.2804786836200446
2020/1/28,53.48,0.6398193451260692
2020/1/27,53.14,-1.9376268684259013
2020/1/24,54.19,-2.5184385680877996
2020/1/23,55.59,-2.026788861473383
2020/1/22,56.74,-2.7958610292606045
2020/1/21,58.372,-4.589735207584178
2020/1/17,58.56399999999999,0.06834802815938179
2020/1/16,58.523999999999994,1.2245745122457352
2020/1/15,57.816,-0.7109737248840675
2020/1/14,58.23,0.25826446280992066
2020/1/13,58.08,-1.6260162601625994
2020/1/10,59.04,2.0570440795159906
2020/1/9,59.56,-0.08387854386847637
2020/1/8,59.61,-4.92822966507177
2020/1/7,62.7,-0.9009009009009028
2020/1/6,63.27,22.711404189294026
2020/1/3,63.05,18.226139133695863
2020/1/2,61.18,4.466907998087577
2019/12/31,61.06,-1.0051880674448732
2019/12/30,61.68,9.946524064171115
2019/12/27,61.72,0.06485084306095956
2019/12/26,61.68,0.9327442317133006
2019/12/24,61.11,0.9748843357567649
2019/12/23,60.52,0.1323626737260275
2019/12/20,60.44,8.00571837026447
2019/12/19,61.188,0.5026116093426625
2019/12/18,60.882,-0.049251379038617316
2019/12/17,60.912,1.1894478038407819
2019/12/16,60.196000000000005,0.20975528550026823
2019/12/13,60.07,1.5038864481243586
2019/12/12,59.18,0.7147719537100139
2019/12/11,58.76,-0.8102633355840716
2019/12/10,59.24,3.4940600978336844
2019/12/9,59.02,-0.3040540540540482
2019/12/6,59.2,1.3178161903131924
2019/12/5,58.43,0.0
2019/12/4,58.43,-4.307238781526368
2019/12/3,56.1,-9.105638366817882
2019/12/2,55.96,-8.54415898542198
2019/11/29,55.17,-5.059370160041299
2019/11/27,58.11,-0.5136106831022058
2019/11/26,58.41,0.6895362868470922
2019/11/25,58.01,0.41544054007269793
2019/11/22,57.77,-1.382724479344477
2019/11/21,58.58,2.7178677888830327
2019/11/20,57.03,3.139581148045001
2019/11/19,55.294,-3.139123427810686
2019/11/18,57.086000000000006,-1.1360881161026515
2019/11/15,57.742,1.7121719217896736
2019/11/14,56.77,-0.6127450980392024
2019/11/13,57.12,0.5633802816901401
2019/11/12,56.8,-0.10552233556102575
2019/11/11,56.86,1.1743772241992856
2019/11/8,57.24,0.15748031496063408
2019/11/7,57.15,1.419698314108242
2019/11/6,56.35,-1.5376550760090812
2019/11/5,57.23,1.2203749557835097
2019/11/4,56.54,2.483233641471805
2019/11/1,56.2,6.8644228940863306
2019/10/31,54.18,-1.5982564475118144
2019/10/30,55.06,4.976167778836982
2019/10/29,55.54,-0.483784268052323
2019/10/28,55.81,-1.5001764913519122
2019/10/25,56.66,0.7647163435888338
