,Date,Close/Last,DailyRise,LastClose,DailyRiseRate
0,05/08/2020,9121.32,141.65999999999985,8979.66,0.015775652975725123
1,05/07/2020,8979.66,125.27000000000044,8854.39,0.014147784319416747
2,05/06/2020,8854.39,45.26999999999862,8809.12,0.0051389923170530784
3,05/05/2020,8809.12,98.41000000000167,8710.71,0.011297586534278111
4,05/04/2020,8710.71,105.7599999999984,8604.95,0.012290600177804449
5,05/01/2020,8604.95,-284.59999999999854,8889.55,-0.032015118875533474
6,04/30/2020,8889.55,-25.159999999999854,8914.71,-0.002822301566736311
7,04/29/2020,8914.71,306.97999999999956,8607.73,0.035663293342147066
8,04/28/2020,8607.73,-122.43000000000029,8730.16,-0.014023797960174876
9,04/27/2020,8730.16,95.63999999999942,8634.52,0.011076469797973647
10,04/24/2020,8634.52,139.77000000000044,8494.75,0.01645369198622684
11,04/23/2020,8494.75,-0.6299999999991996,8495.38,-7.415795408789245e-05
12,04/22/2020,8495.38,232.14999999999964,8263.23,0.02809434083282199
13,04/21/2020,8263.23,-297.5,8560.73,-0.03475170925843941
14,04/20/2020,8560.73,-89.40999999999985,8650.14,-0.010336248893081483
15,04/17/2020,8650.14,117.77999999999884,8532.36,0.013803918259426328
16,04/16/2020,8532.36,139.1800000000003,8393.18,0.01658251103872433
17,04/15/2020,8393.18,-122.55999999999949,8515.74,-0.0143921726121276
18,04/14/2020,8515.74,323.3199999999997,8192.42,0.039465750046994624
19,04/13/2020,8192.42,38.840000000000146,8153.58,0.004763551715933387
20,04/09/2020,8153.58,62.68000000000029,8090.9,0.007746974996601156
21,04/08/2020,8090.9,203.63999999999942,7887.26,0.025818852174265768
22,04/07/2020,7887.26,-25.979999999999563,7913.24,-0.0032831052767260394
23,04/06/2020,7913.24,540.1599999999999,7373.08,0.07326110662029978
24,04/03/2020,7373.08,-114.23000000000047,7487.31,-0.015256480631895896
25,04/02/2020,7487.31,126.73000000000047,7360.58,0.017217393194558103
26,04/01/2020,7360.58,-339.52000000000044,7700.1,-0.0440929338580019
27,03/31/2020,7700.1,-74.04999999999927,7774.15,-0.00952515709112884
28,03/30/2020,7774.15,271.7699999999995,7502.38,0.036224504757157
29,03/27/2020,7502.38,-295.15999999999985,7797.54,-0.03785296388348118
30,03/26/2020,7797.54,413.2399999999998,7384.3,0.05596197337594623
31,03/25/2020,7384.3,-33.55999999999949,7417.86,-0.004524215878973113
32,03/24/2020,7417.86,557.1899999999996,6860.67,0.08121509998294621
33,03/23/2020,6860.67,-18.850000000000364,6879.52,-0.00274001674535438
34,03/20/2020,6879.52,-271.0599999999995,7150.58,-0.03790741450343881
35,03/19/2020,7150.58,160.73999999999978,6989.84,0.02299623453469604
36,03/18/2020,6989.84,-344.9399999999996,7334.78,-0.04702799538636464
37,03/17/2020,7334.78,430.1899999999996,6904.59,0.062304930488269336
38,03/16/2020,6904.59,-970.29,7874.88,-0.12321330610752164
39,03/13/2020,7874.88,673.0799999999999,7201.8,0.093459968341248
40,03/12/2020,7201.8,-750.25,7952.05,-0.09434674077753535
41,03/11/2020,7952.05,-392.1999999999998,8344.25,-0.04700242682086465
42,03/10/2020,8344.25,393.5699999999997,7950.68,0.0495014262930969
43,03/09/2020,7950.68,-624.9400000000005,8575.62,-0.07287403126537795
44,03/06/2020,8575.62,-162.97999999999956,8738.6,-0.018650584761861117
45,03/05/2020,8738.6,-279.4899999999998,9018.09,-0.0309921502224972
46,03/04/2020,9018.09,334.0,8684.09,0.03846113985460768
47,03/03/2020,8684.09,-268.0699999999997,8952.16,-0.029944728423084453
48,03/02/2020,8952.16,384.78999999999905,8567.37,0.044913433177275995
49,02/28/2020,8567.37,0.8900000000012369,8566.48,0.00010389331440699529
