Date,Close/Last,Open,High,Low,DailyIncreasingRate,DailyFlucRange,DailyFlucRate,OpenLastCloseRate
2020-04-21,309.25,314.25,316.25,301.0,-1.5910898965791564,15.25,4.931285367825384,0.0
2020-04-20,314.25,322.5,323.25,313.5,-2.482544608223425,9.75,3.1026252983293556,0.07757951900698215
2020-04-17,322.25,319.75,325.5,319.5,0.7818608287724738,6.0,1.8619084561675718,0.0
2020-04-16,319.75,318.75,323.0,317.75,0.1566170712607784,5.25,1.6419077404222049,-0.15661707126076743
2020-04-15,319.25,326.0,326.75,317.5,-2.0705521472392685,9.25,2.8974158183241974,0.0
2020-04-14,326.0,331.25,332.0,325.75,-1.6591251885369585,6.25,1.9171779141104295,-0.07541478129713425
2020-04-13,331.5,332.25,334.0,326.5,-0.07535795026375469,7.5,2.262443438914027,0.15071590052750566
2020-04-09,331.75,330.75,333.5,328.0,0.5303030303030365,5.5,1.6578749058025624,0.22727272727272727
2020-04-08,330.0,332.0,334.0,328.25,-0.4524886877828038,5.75,1.7424242424242427,0.1508295625942685
2020-04-07,331.5,328.0,335.5,328.0,1.1441647597254079,7.5,2.262443438914027,0.07627765064836003
2020-04-06,327.75,329.75,331.75,325.5,-0.9070294784580546,6.25,1.9069412662090008,-0.30234315948601664
2020-04-03,330.75,334.5,338.5,328.0,-0.8245877061469287,10.5,3.1746031746031744,0.29985007496251875
2020-04-02,333.5,335.0,343.25,333.0,-0.37341299477221535,10.25,3.073463268365817,0.07468259895444362
2020-04-01,334.75,341.25,342.75,333.5,-1.7608217168011753,9.25,2.7632561613144135,0.1467351430667645
2020-03-31,340.75,341.75,344.75,333.5,-0.146520146520146,11.25,3.301540719002201,0.14652014652014653
2020-03-30,341.25,343.0,346.75,340.0,-1.3728323699422007,6.75,1.9780219780219779,-0.8670520231213872
2020-03-27,346.0,348.5,350.0,342.5,-0.7885304659498216,7.5,2.167630057803468,-0.07168458781362007
2020-03-26,348.75,348.25,349.25,343.75,0.0717360114777632,5.5,1.5770609318996418,-0.07173601147776185
2020-03-25,348.5,347.5,352.75,345.75,0.3599712023038215,7.0,2.008608321377331,0.07199424046076314
2020-03-24,347.25,343.5,350.5,338.0,1.091703056768556,12.5,3.599712023038157,0.0
2020-03-23,343.5,340.25,345.5,338.25,-0.07272727272726875,7.25,2.1106259097525473,-1.0181818181818183
2020-03-20,343.75,346.5,356.75,342.25,-0.506512301013029,14.5,4.218181818181818,0.2894356005788712
2020-03-19,345.5,336.5,354.75,336.5,3.0574198359433202,18.25,5.2821997105644,0.37285607755406414
2020-03-18,335.25,344.0,345.25,332.0,-2.5436046511627897,13.25,3.95227442207308,0.0
2020-03-17,344.0,355.25,356.75,342.75,-3.0303030303030276,14.0,4.069767441860465,0.14094432699083861
2020-03-16,354.75,362.5,367.75,354.0,-4.315576534052601,13.75,3.875968992248062,-2.2252191503708696
2020-03-13,370.75,370.0,375.5,370.0,0.27045300878971723,5.5,1.4834794335805799,0.0676132521974307
2020-03-12,369.75,377.5,377.5,367.0,-2.5049439683585972,10.5,2.839756592292089,-0.4614370468029005
2020-03-11,379.25,380.25,380.5,377.0,-0.19736842105263497,3.5,0.922874093605801,0.06578947368421052
2020-03-10,380.0,379.0,381.5,377.5,1.5364061456245803,4.0,1.0526315789473684,1.2692050768203071
2020-03-09,374.25,372.0,377.5,368.5,-0.7952286282306154,9.0,2.404809619238477,-1.3916500994035785
2020-03-06,377.25,383.75,385.5,377.0,-1.885565669700906,8.5,2.253147779986746,-0.1950585175552666
2020-03-05,384.5,385.5,385.75,382.0,-0.6459948320413411,3.75,0.975292587776333,-0.3875968992248062
2020-03-04,387.0,382.0,388.5,380.0,1.3752455795677854,8.5,2.1963824289405682,0.06548788474132286
2020-03-03,381.75,375.75,383.75,375.75,1.867911941294187,8.0,2.0956123117223315,0.26684456304202797
2020-03-02,374.75,370.75,375.75,372.5,2.2510231923601687,3.25,0.867244829886591,1.1596180081855387
2020-02-28,366.5,364.5,367.25,362.75,0.5486968449931462,4.5,1.227830832196453,0.0
2020-02-27,364.5,368.75,370.0,361.75,-1.619433198380571,8.25,2.263374485596708,-0.47233468286099867
2020-02-26,370.5,372.0,374.0,368.25,-0.5369127516778538,5.75,1.5519568151147098,-0.1342281879194631
2020-02-25,372.5,373.0,374.75,371.25,0.0671591672263272,3.5,0.9395973154362416,0.20147750167897915
2020-02-24,372.25,376.25,376.25,370.0,-1.2599469496021198,6.25,1.6789791806581598,-0.1989389920424403
2020-02-21,377.0,378.25,380.5,376.25,-0.39630118890356947,4.25,1.1273209549071617,-0.06605019815059446
2020-02-20,378.5,380.25,380.25,378.25,-0.5256241787122251,2.0,0.5284015852047557,-0.0657030223390276
2020-02-19,380.5,382.25,382.75,378.5,-0.652741514360311,4.25,1.1169513797634691,-0.19582245430809397
2020-02-18,383.0,378.5,383.25,378.0,1.3898080741231,5.25,1.370757180156658,0.1985440105890139
2020-02-14,377.75,379.5,381.5,376.25,-0.46113306982872304,5.25,1.3898080741230974,0.0
2020-02-13,379.5,382.25,382.75,379.0,-0.9138381201044377,3.75,0.9881422924901186,-0.19582245430809397
2020-02-12,383.0,379.75,383.75,378.25,0.8558262014483287,5.5,1.4360313315926894,0.0
2020-02-11,379.75,381.0,382.0,378.0,-0.5239030779305875,4.0,1.053324555628703,-0.19646365422396855
2020-02-10,381.75,383.25,383.5,379.0,-0.45632333767926525,4.5,1.1787819253438114,-0.0651890482398957
2020-02-07,383.5,380.25,385.0,380.0,1.1206328279498967,5.0,1.303780964797914,0.26367831245880025
2020-02-06,379.25,380.25,381.75,376.0,-0.3939592908732803,5.75,1.5161502966381015,-0.13131976362442546
2020-02-05,380.75,381.5,383.25,379.5,-0.39241334205363243,3.75,0.984898227183191,-0.1962066710268149
2020-02-04,382.25,378.25,383.5,378.25,0.9240924092409175,5.25,1.3734466971877044,-0.132013201320132
2020-02-03,378.75,380.5,382.0,376.5,-0.6557377049180357,5.5,1.4521452145214522,-0.19672131147540983
2020-01-31,381.25,381.5,382.75,379.75,0.46113306982871194,3.0,0.7868852459016393,0.5270092226613966
2020-01-30,379.5,384.5,385.0,378.5,-1.236174365647369,6.5,1.7127799736495388,0.06506180871828238
2020-01-29,384.25,385.5,388.25,382.75,-0.5821474773609281,5.5,1.431359791802212,-0.258732212160414
2020-01-28,386.5,382.5,387.0,378.5,1.5768725361366531,8.5,2.1992238033635187,0.5256241787122208
2020-01-27,380.5,384.25,384.75,377.25,-1.7430600387346673,7.5,1.971090670170828,-0.7746933505487411
2020-01-24,387.25,393.25,393.25,386.5,-1.6507936507936471,6.75,1.7430600387346677,-0.12698412698412698
2020-01-23,393.75,388.5,394.0,387.5,1.2861736334405238,6.5,1.650793650793651,-0.06430868167202572
2020-01-22,388.75,387.5,391.0,386.75,0.3225806451612856,4.25,1.0932475884244373,0.0
2020-01-21,387.5,389.0,389.25,384.25,-0.4495825305073864,5.0,1.2903225806451613,-0.06422607578676942
2020-01-17,389.25,377.0,389.5,376.75,3.6617842876165207,12.75,3.275529865125241,0.3994673768308922
2020-01-16,375.5,387.25,387.75,375.25,-3.0967741935483906,12.5,3.3288948069241013,-0.06451612903225806
2020-01-15,387.5,388.75,390.25,386.5,-0.3856041131105381,3.75,0.967741935483871,-0.06426735218508997
2020-01-14,389.0,389.25,390.5,388.25,-0.12836970474967568,2.25,0.5784061696658097,-0.06418485237483953
2020-01-13,389.5,388.5,389.5,388.25,0.9721322099805585,1.25,0.3209242618741977,0.712896953985742
2020-01-10,385.75,383.25,386.75,376.5,0.6523157208088826,10.25,2.657161373946857,0.0
2020-01-09,383.25,383.75,387.0,382.25,-0.2602472348731344,4.75,1.2393998695368558,-0.13012361743656475
2020-01-08,384.25,384.0,385.5,382.25,-0.06501950585175997,3.25,0.8458035133376708,-0.13003901170351106
2020-01-07,384.5,385.0,385.75,383.5,-0.06497725795971965,2.25,0.5851755526657998,0.0649772579597141
2020-01-06,384.75,385.25,385.75,384.5,-0.4527813712807194,1.25,0.3248862897985705,-0.3234152652005175
2020-01-03,386.5,391.5,392.0,385.5,-1.2771392081736943,6.5,1.6817593790426906,0.0
2020-01-02,391.5,387.75,392.0,387.25,0.9671179883945946,4.75,1.2132822477650063,0.0
2019-12-31,387.75,388.25,389.75,386.25,-0.12878300064391723,3.5,0.9026434558349452,0.0
2019-12-30,388.25,389.25,392.0,386.75,-0.4487179487179471,5.25,1.3522215067611076,-0.19230769230769232
2019-12-27,390.0,388.0,391.0,388.0,0.38610038610038533,3.0,0.7692307692307693,-0.1287001287001287
2019-12-26,388.5,388.0,389.0,386.5,0.2580645161290418,2.5,0.6435006435006435,0.12903225806451613
2019-12-24,387.5,388.5,389.0,387.0,-0.3215434083601254,2.0,0.5161290322580645,-0.06430868167202572
2019-12-23,388.75,388.0,390.25,387.25,0.2578981302385541,3.0,0.7717041800643086,0.06447453255963895
2019-12-20,387.75,386.5,389.5,386.0,0.3234152652005218,3.5,0.9026434558349452,0.0
2019-12-19,386.5,387.0,389.0,385.0,-0.12919896640827266,4.0,1.034928848641656,0.0
2019-12-18,387.0,389.25,390.0,385.75,-0.7692307692307665,4.25,1.0981912144702841,-0.19230769230769232
2019-12-17,390.0,389.5,389.75,389.25,0.5154639175257714,0.5,0.1282051282051282,0.3865979381443299
2019-12-16,388.0,383.5,389.5,383.25,5.9385665529010145,6.25,1.610824742268041,4.709897610921502
2019-12-13,366.25,373.75,374.5,366.25,-0.2043596730245234,8.25,2.2525597269624575,1.8392370572207086
2019-12-12,367.0,358.25,368.75,358.25,2.5856044723969296,10.5,2.861035422343324,0.1397624039133473
2019-12-11,357.75,363.0,363.0,357.0,-1.5141087405368236,6.0,1.6771488469601679,-0.06882312456985547
2019-12-10,363.25,365.75,367.0,362.5,-0.683526999316475,4.5,1.2388162422573985,0.0
2019-12-09,365.75,366.5,368.0,365.0,-0.20463847203274765,3.0,0.8202323991797676,0.0
2019-12-06,366.5,366.25,367.25,364.75,0.2735978112175186,2.5,0.6821282401091405,0.2051983584131327
2019-12-05,365.5,368.5,369.75,365.25,-0.881355932203387,4.5,1.231190150478796,-0.06779661016949153
2019-12-04,368.75,371.75,373.5,367.75,-0.8736559139784994,5.75,1.5593220338983051,-0.06720430107526883
2019-12-03,372.0,373.75,376.0,371.5,-0.40160642570281624,4.5,1.2096774193548387,0.06693440428380187
2019-12-02,373.5,374.5,375.5,371.5,0.60606060606061,4.0,1.07095046854083,0.8754208754208754
2019-11-29,371.25,365.75,372.25,365.0,2.3432115782219265,7.25,1.9528619528619526,0.8270158511371467
2019-11-27,362.75,367.25,368.75,362.25,-1.292517006802718,6.5,1.7918676774638183,-0.06802721088435373
2019-11-26,367.5,369.75,370.5,367.0,-0.8097165991902799,3.5,0.9523809523809524,-0.20242914979757085
2019-11-25,370.5,368.75,372.75,368.25,0.4745762711864332,4.5,1.214574898785425,0.0
2019-11-22,368.75,368.0,370.25,367.5,0.06784260515604323,2.75,0.7457627118644068,-0.13568521031207598
2019-11-21,368.5,366.75,369.75,366.25,0.47716428084525475,3.5,0.9497964721845319,0.0
2019-11-20,366.75,366.0,367.5,365.75,-0.878378378378375,1.75,0.47716428084526247,-1.0810810810810811
2019-11-19,370.0,367.75,373.0,367.75,0.611828687967364,5.25,1.418918918918919,0.0
2019-11-18,367.75,371.0,371.75,367.5,-0.9427609427609451,4.25,1.1556764106050306,-0.06734006734006734
2019-11-15,371.25,375.5,376.5,370.75,-1.19760479041916,5.75,1.5488215488215489,-0.0665335994677312
2019-11-14,375.75,375.25,377.5,374.5,0.13324450366423157,3.0,0.7984031936127743,0.0
2019-11-13,375.25,377.0,377.75,375.0,-0.6618133686300487,2.75,0.7328447701532311,-0.1985440105890139
2019-11-12,377.75,373.5,378.0,372.75,1.2056262558606923,5.25,1.3898080741230974,0.06697923643670461
2019-11-11,373.25,376.0,377.0,372.5,-1.0603048376408242,4.5,1.2056262558606832,-0.33134526176275675
2019-11-08,377.25,375.25,383.75,372.5,0.5329780146569041,11.25,2.982107355864811,0.0
2019-11-07,375.25,379.25,380.0,373.75,-0.9240924092409286,6.25,1.6655562958027983,0.132013201320132
2019-11-06,378.75,382.25,382.5,377.5,-0.7858546168958758,5.0,1.3201320132013201,0.13097576948264572
2019-11-05,381.75,383.25,384.75,380.5,-0.3913894324853229,4.25,1.1132940406024885,0.0
2019-11-04,383.25,386.75,387.75,383.0,-1.5414258188824692,4.75,1.2393998695368558,-0.6422607578676942
2019-11-01,389.25,389.25,391.75,386.25,-0.19230769230769162,5.5,1.4129736673089275,-0.19230769230769232
2019-10-31,390.0,385.75,390.25,385.0,-0.19193857965451588,5.25,1.3461538461538463,-1.2795905310300704
2019-10-30,390.75,385.75,391.25,385.25,1.1650485436893288,6.0,1.5355086372360844,-0.12944983818770225
2019-10-29,386.25,383.5,387.5,382.0,0.5859375,5.5,1.423948220064725,-0.13020833333333331
2019-10-28,384.0,386.0,386.5,383.25,-0.9671179883945835,3.25,0.8463541666666666,-0.4513217279174726
2019-10-25,387.75,387.0,390.0,385.75,0.25856496444731647,4.25,1.096067053513862,0.06464124111182934
2019-10-24,386.75,388.5,390.75,385.25,-0.2578981302385541,5.5,1.4221073044602457,0.19342359767891684
2019-10-23,387.75,387.75,389.5,384.0,-0.06443298969072142,5.5,1.4184397163120568,-0.06443298969072164
2019-10-22,388.0,387.0,392.5,385.0,0.1936733376371791,7.5,1.9329896907216495,-0.06455777921239508
2019-10-21,387.25,390.0,393.75,386.5,-0.9590792838874651,7.25,1.8721755971594578,-0.2557544757033248
2019-10-18,391.0,394.0,395.75,389.75,-0.949968334388851,6.0,1.5345268542199488,-0.18999366687777072
2019-10-17,394.75,391.75,397.25,391.5,0.7657945118060061,5.75,1.4566181127295756,0.0
2019-10-16,391.75,392.0,392.75,387.5,-0.3814367450731049,5.25,1.3401403956604978,-0.3178639542275906
2019-10-15,393.25,397.0,398.5,392.5,-1.0069225928256764,6.0,1.5257469802924348,-0.06293266205160479
2019-10-14,397.25,401.25,402.5,393.25,-0.12570710245128902,9.25,2.328508495909377,0.8799497171590195
2019-10-11,397.75,380.75,398.75,380.5,4.602235371466135,18.25,4.5883092394720295,0.13149243918474687
2019-10-10,380.25,392.75,395.0,378.25,-3.551046290424853,16.75,4.40499671268902,-0.3804692454026633
2019-10-09,394.25,395.5,397.25,393.0,-0.37902716361338795,4.25,1.077996195307546,-0.06317119393556538
2019-10-08,395.75,387.5,396.5,386.0,2.2609819121446995,10.5,2.6531901452937463,0.12919896640826875
2019-10-07,387.0,387.5,387.75,385.0,0.5847953216374213,2.75,0.710594315245478,0.7147498375568551
2019-10-04,384.75,388.0,389.0,383.75,-1.028938906752408,5.25,1.364522417153996,-0.19292604501607716
2019-10-03,388.75,387.0,390.75,385.5,0.2578981302385541,5.25,1.35048231511254,-0.19342359767891684
2019-10-02,387.75,390.5,391.75,385.5,-1.2101910828025475,6.25,1.6118633139909737,-0.5095541401273885
2019-10-01,392.5,386.75,392.75,385.25,1.1597938144329856,7.5,1.910828025477707,-0.3221649484536082
2019-09-30,388.0,372.0,388.25,371.5,4.4414535666218,16.75,4.31701030927835,0.13458950201884254
2019-09-27,371.5,371.25,373.0,369.75,-0.26845637583892135,3.25,0.8748317631224763,-0.33557046979865773
2019-09-26,372.5,373.5,375.75,368.25,-0.4676018704074858,7.5,2.013422818791946,-0.2004008016032064
2019-09-25,374.25,375.25,377.5,372.25,-0.13342228152101177,5.25,1.402805611222445,0.13342228152101399
2019-09-24,374.75,372.0,376.0,370.25,0.40187541862022336,5.75,1.534356237491661,-0.33489618218352313
2019-09-23,373.25,371.25,374.5,371.0,0.6743088334457248,3.5,0.9377093101138647,0.13486176668914363
2019-09-20,370.75,372.75,374.5,369.5,-0.5365526492287054,5.0,1.3486176668914363,0.0
2019-09-19,372.75,371.5,373.75,369.5,0.40404040404040664,4.25,1.1401743796109993,0.06734006734006734
2019-09-18,371.25,367.75,372.0,365.75,0.8831521739130377,6.25,1.6835016835016834,-0.06793478260869565
2019-09-17,368.0,370.25,371.25,366.0,-1.6042780748663055,5.25,1.4266304347826086,-1.0026737967914439
2019-09-16,374.0,372.0,374.75,367.5,5.203938115330531,7.25,1.9385026737967916,4.641350210970464
2019-09-13,355.5,358.5,358.5,358.5,0.28208744710860323,0.0,0.0,1.1283497884344147
2019-09-12,354.5,349.75,353.75,349.5,1.794687724335975,4.25,1.1988716502115657,0.4307250538406317
2019-09-11,348.25,349.75,349.75,344.75,-0.0717360114777632,5.0,1.4357501794687724,0.3586800573888092
2019-09-10,348.5,344.0,349.5,344.0,2.2743947175348556,5.5,1.5781922525107603,0.9537784299339692
2019-09-09,340.75,343.25,343.25,340.0,-0.5109489051094873,3.25,0.9537784299339692,0.21897810218978103
2019-09-06,342.5,347.5,348.25,341.5,-1.1544011544011523,6.75,1.9708029197080292,0.2886002886002886
2019-09-05,346.5,346.5,349.5,346.5,0.14450867052022698,3.0,0.8658008658008658,0.1445086705202312
2019-09-04,346.0,350.5,351.0,344.5,-1.0721944245889903,6.5,1.8786127167630058,0.21443888491779842
2019-09-03,349.75,358.75,359.0,349.0,-2.030812324929976,10.0,2.8591851322373123,0.49019607843137253
2019-08-30,357.0,359.75,364.5,356.75,-0.7644197359277238,7.75,2.1708683473389354,0.0
2019-08-29,359.75,363.0,369.0,357.5,-0.8270158511371473,11.5,3.1966643502432244,0.06891798759476223
2019-08-28,362.75,357.25,365.5,355.25,1.6106442577030755,10.25,2.8256374913852516,0.0700280112044818
2019-08-27,357.0,359.0,360.0,356.75,-0.4184100418409997,3.25,0.9103641456582634,0.1394700139470014
2019-08-26,358.5,358.0,362.0,357.0,-0.34746351633078154,5.0,1.394700139470014,-0.4864489228630994
2019-08-23,359.75,362.75,363.0,357.5,-0.9635237439779787,5.5,1.5288394718554552,-0.13764624913971094
2019-08-22,363.25,363.0,366.5,359.0,0.206896551724145,7.5,2.064693737095664,0.13793103448275862
2019-08-21,362.5,360.0,364.0,357.0,0.8344923504867818,7.0,1.9310344827586208,0.13908205841446453
2019-08-20,359.5,366.5,370.25,359.25,-1.5068493150684925,11.0,3.05980528511822,0.410958904109589
2019-08-19,365.0,367.25,368.25,363.25,-1.6172506738544423,5.0,1.36986301369863,-1.0107816711590296
2019-08-16,371.0,361.5,371.25,361.25,2.8413028413028396,10.0,2.6954177897574128,0.2079002079002079
2019-08-15,360.75,360.25,363.75,358.25,0.48746518105848846,5.5,1.5246015246015245,0.34818941504178275
2019-08-14,359.0,366.25,370.5,358.5,-1.912568306010931,12.0,3.3426183844011144,0.06830601092896176
2019-08-13,366.0,379.0,379.0,365.5,-4.996755353666449,13.5,3.6885245901639343,-1.6223231667748215
