Date,Close/Last,Open,High,Low,DailyIncreasingRate,DailyFlucRange,DailyFlucRate,OpenLastCloseRate
2020-04-21,10706.44,10763.67,10861.79,10667.29,-2.7030465617582045,194.5,1.8166636155435418,-2.1829572841579434
2020-04-20,11003.88,11016.88,11181.81,10985.06,-1.8237393928958068,196.75,1.7880056852673785,-1.7077538143642041
2020-04-17,11208.29,11101.32,11231.27,11030.42,3.6074960043557036,200.85000000000036,1.7919771883132964,2.6186838084198234
2020-04-16,10818.03,10882.83,10891.68,10718.13,-0.23875130026779212,173.5500000000011,1.604266211130872,0.3588185822101219
2020-04-15,10843.92,10861.97,10903.06,10760.96,-2.9383648699450426,142.10000000000036,1.3104117330264367,-2.776803136356325
2020-04-14,11172.2,11151.16,11241.23,11064.63,2.0336032688160977,176.60000000000036,1.580709260485852,1.8414489023729712
2020-04-13,10949.53,11136.61,11136.61,10817.15,-1.679864878091264,319.46000000000095,2.917568151327052,0.0
2020-04-09,11136.61,11070.32,11272.48,11019.82,2.1464624460793225,252.65999999999985,2.268733483528649,1.5384417830992412
2020-04-08,10902.59,10641.51,10939.97,10538.65,3.4691905886282903,401.3199999999997,3.680960212206455,0.9914549057420237
2020-04-07,10537.04,10894.2,10912.56,10534.74,0.2073181401470725,377.8199999999997,3.585636953072207,3.603912036244546
2020-04-06,10515.24,10264.13,10560.73,10233.04,6.422768588642636,327.6899999999987,3.116334006641776,3.8813314535611596
2020-04-03,9880.63,10012.47,10075.91,9774.24,-1.8061351351620125,301.6700000000001,3.0531453965992057,-0.49590702786720675
2020-04-02,10062.37,9815.27,10142.01,9813.51,2.209480083495441,328.5,3.2646384499874284,-0.30046166269673913
2020-04-01,9844.85,9917.31,10029.0,9766.8,-4.436281956576815,262.2000000000007,2.6633214320177627,-3.7329145096958247
2020-03-31,10301.87,10387.73,10499.8,10237.22,-1.2733426994826824,262.5799999999999,2.548857634584788,-0.45051433960022214
2020-03-30,10434.74,10238.13,10455.77,10131.6,2.429811498928558,324.1700000000001,3.106641852120897,0.4998424495028578
2020-03-27,10187.21,10135.73,10449.22,10064.5,-3.313028886855718,384.71999999999935,3.776500140862899,-3.8016263804682584
2020-03-26,10536.28,10060.48,10556.9,10060.48,5.771288717025169,496.4200000000001,4.711530065639866,0.9948420801134016
2020-03-25,9961.38,9749.8,10303.9,9591.74,3.1378127873170403,712.1599999999999,7.149210249985442,0.9471626535463679
2020-03-24,9658.32,9276.64,9672.01,9276.64,10.03648013416305,395.3700000000008,4.093569067912441,5.6880299132543
2020-03-23,8777.38,9014.58,9053.49,8664.94,-3.8954753885840243,388.5499999999993,4.4267195905839705,-1.2983458080226333
2020-03-20,9133.16,9577.9,9676.94,9108.15,-3.4683357801403747,568.7900000000009,6.227745928024921,1.23228178761715
2020-03-19,9461.31,9313.76,9622.21,9048.36,0.8174029793491355,573.8499999999985,6.065227753873391,-0.7548536964814712
2020-03-18,9384.6,9562.49,9666.57,8953.6,-6.744864538285422,712.9699999999993,7.597233765956986,-4.977164684558645
2020-03-17,10063.36,9726.18,10154.16,9484.65,5.182424303869437,669.5100000000002,6.652946928262531,1.6582127257505292
2020-03-16,9567.53,10851.98,10851.98,9559.23,-11.836088898062835,1292.75,13.511846840302564,0.0
2020-03-13,10851.98,10445.44,10851.98,10060.35,7.864415809541225,791.6299999999992,7.294797815698143,3.8235680008269783
2020-03-12,10060.76,10466.7,10646.92,10054.47,-9.989272891729573,592.4500000000007,5.888720136450932,-6.357444425258716
2020-03-11,11177.29,11523.94,11523.94,11053.79,-5.223148456704541,470.14999999999964,4.206296875181727,-2.2837601445570224
2020-03-10,11793.27,11635.22,11794.01,11246.52,4.37972355451155,547.4899999999998,4.642393500699973,2.980856632293151
2020-03-09,11298.43,11748.61,11748.61,11240.77,-8.529772029374927,507.84000000000015,4.494783788544074,-4.8851889122678624
2020-03-06,12352.03,12593.03,12593.03,12106.74,-1.9137570544976112,486.2900000000009,3.936923728326444,0.0
2020-03-05,12593.03,12740.86,12786.64,12489.77,-3.2046985540309048,296.869999999999,2.3574151733141187,-2.0684152756810827
2020-03-04,13009.96,12696.61,13011.45,12673.9,3.7250233999907456,337.5500000000011,2.594550636589206,1.2267654435952655
2020-03-03,12542.74,12845.06,13015.66,12432.52,-2.2236531210267585,583.1399999999994,4.649223375434709,0.13306839185250152
2020-03-02,12827.99,12441.43,12830.05,12316.18,3.6105410157685647,513.869999999999,4.005849708333098,0.48833007429951736
2020-02-28,12380.97,12547.25,12547.25,12024.45,-1.3252306282253157,522.7999999999993,4.222609375517421,0.0
2020-02-27,12547.25,12841.4,12977.18,12544.99,-3.827581396560953,432.1900000000005,3.444499790790815,-1.5729744562193209
2020-02-26,13046.62,13194.31,13323.34,13041.94,-0.7388313667429203,281.39999999999964,2.1568804793885286,0.38482226886888216
2020-02-25,13143.73,13570.21,13582.74,13110.09,-2.8844875026968975,472.64999999999964,3.596011177953288,0.26665937645002646
2020-02-24,13534.12,13654.0,13654.0,13493.68,-3.1601813995354777,160.3199999999997,1.1845616855768952,-2.3024117437452554
2020-02-21,13975.78,14014.63,14014.63,13931.13,-0.6094664288538554,83.5,0.5974621810017043,-0.3331797221914078
2020-02-20,14061.48,14061.04,14104.92,13955.75,-0.18208109103841075,149.17000000000007,1.0608413908066583,-0.18520450936420924
2020-02-19,14087.13,14077.51,14115.95,14066.24,0.3427592116538092,49.710000000000946,0.3528752840358607,0.2742358613605945
2020-02-18,14039.01,14047.91,14072.69,13990.7,-0.413766001245619,81.98999999999978,0.5840155395572749,-0.3506335237711532
2020-02-14,14097.34,14104.77,14110.19,14046.6,-0.012057558528810741,63.590000000000146,0.4510780047867196,0.040641064923566166
2020-02-13,14099.04,14069.25,14132.88,14049.13,-0.2683741506318782,83.75,0.5940120745809643,-0.47909808176852176
2020-02-12,14136.98,14117.83,14148.24,14108.52,0.5898642956351452,39.719999999999345,0.28096524151551,0.45360493180627975
2020-02-11,14054.08,13984.48,14100.27,13984.48,0.4976945871423277,115.79000000000087,0.8238888635897964,0.0
2020-02-10,13984.48,13904.02,13984.55,13899.53,0.3771910998691341,85.01999999999862,0.6079596810178042,-0.2003311816812161
2020-02-07,13931.93,13987.51,13987.51,13912.04,-0.7340247026173974,75.46999999999935,0.5417052770147377,-0.33801331675567425
2020-02-06,14034.95,14066.9,14069.33,14023.48,0.0719436771561277,45.850000000000364,0.32668445559122306,0.2997534378239715
2020-02-05,14024.86,13964.0,14029.91,13947.59,1.1687359877196934,82.31999999999971,0.586957730772355,0.7297206055901955
2020-02-04,13862.84,13826.1,13920.63,13826.1,1.3519599471264687,94.52999999999884,0.6818949075369753,1.0833518546679635
2020-02-03,13677.92,13655.89,13765.33,13655.89,0.46877869267891725,109.44000000000051,0.8001216559242963,0.30696116526247824
2020-01-31,13614.1,13783.81,13788.22,13573.04,-1.7877754308205485,215.17999999999847,1.5805672060584135,-0.5634861548760964
2020-01-30,13861.92,13745.2,13869.64,13699.81,0.13081658878588698,169.82999999999993,1.2251549568890885,-0.7123039105564059
2020-01-29,13843.81,13912.79,13922.44,13843.79,-0.24348590534386538,78.64999999999964,0.568123948537286,0.2535741050325741
2020-01-28,13877.6,13812.65,13913.59,13798.34,0.7843365094120314,115.25,0.8304750100881997,0.31264524750173767
2020-01-27,13769.6,13746.63,13826.43,13742.01,-1.4942264782912495,84.42000000000007,0.6130897048570769,-1.6585506139083903
2020-01-24,13978.47,14120.02,14120.02,13920.57,-0.8762562012304742,199.45000000000073,1.4268371288131014,0.1274992837915618
2020-01-23,14102.04,14064.28,14109.59,14003.28,-0.058113823719507796,106.30999999999949,0.7538625617286541,-0.32572089489618267
2020-01-22,14110.24,14147.89,14168.2,14104.06,0.0018426673886073885,64.14000000000124,0.4545634943133585,0.2686750796244917
2020-01-21,14109.98,14126.12,14153.02,14102.39,-0.5162445710418018,50.63000000000102,0.3588240380213226,-0.4024479666083812
2020-01-17,14183.2,14168.14,14183.26,14156.4,0.2928909939201363,26.860000000000582,0.18937898358621877,0.18639803475940625
2020-01-16,14141.78,14103.53,14142.31,14094.88,0.6301042536128731,47.43000000000029,0.3353891801456414,0.3579248329387699
2020-01-15,14053.23,14022.3,14089.94,14021.18,0.11469581032590437,68.76000000000022,0.4892825350471046,-0.10564837684056447
2020-01-14,14037.13,14024.23,14068.58,14005.63,-0.039308819916472615,62.95000000000073,0.44845349441089977,-0.13117182298212998
2020-01-13,14042.65,13980.47,14042.65,13963.87,0.6066784783174128,78.77999999999884,0.561005223373073,0.16119822581650484
2020-01-10,13957.97,14018.12,14021.65,13941.52,-0.2834761549260101,80.1299999999992,0.5740806148745069,0.14623883294696727
2020-01-09,13997.65,13974.07,14004.42,13960.17,0.4536242575948535,44.25,0.3161244923254975,0.28440324835443115
2020-01-08,13934.44,13897.01,13986.69,13896.59,0.2589497389996698,90.10000000000036,0.6465993610076929,-0.010360867578762447
2020-01-07,13898.45,13911.19,13923.51,13880.53,-0.31093546027054497,42.97999999999956,0.3092431170382277,-0.21955558105839104
2020-01-06,13941.8,13856.72,13943.3,13852.73,0.17783941280660187,90.56999999999971,0.649629172703666,-0.43349704139885914
2020-01-03,13917.05,13877.48,13950.74,13870.74,-0.6101771899140851,80.0,0.5748344656374735,-0.8927697859452155
2020-01-02,14002.49,13913.03,14003.39,13913.03,0.6429943729007848,90.35999999999876,0.6453137977602467,0.0
2019-12-31,13913.03,13852.6,13915.74,13843.98,0.26577977320798585,71.76000000000022,0.5157754996575168,-0.1697156632062876
2019-12-30,13876.15,13951.26,13952.78,13864.57,-0.4875883345978993,88.21000000000095,0.6356950595085881,0.051060875751396645
2019-12-27,13944.14,13976.85,13978.61,13928.15,0.026684992274250696,50.460000000000946,0.36187244247404965,0.2613264162772735
2019-12-26,13940.42,13911.16,13941.56,13895.2,0.3258693327307327,46.35999999999876,0.3325581295255004,0.11529210932743705
2019-12-24,13895.14,13902.96,13902.96,13885.56,-0.03489211143317128,17.399999999999636,0.12522363934440126,0.021366921846701654
2019-12-23,13899.99,13906.87,13908.16,13888.59,0.07732598952427949,19.56999999999971,0.14079146819529878,0.12686070162176358
2019-12-20,13889.25,13831.67,13914.28,13831.67,0.4162910190887992,82.61000000000058,0.5947765358100732,0.0
2019-12-19,13831.67,13801.73,13838.99,13798.78,0.23523085741865568,40.20999999999913,0.2907096540041739,0.018261914993687588
2019-12-18,13799.21,13805.2,13819.7,13790.24,0.02798044268539357,29.460000000000946,0.21349048242617474,0.07140087058320639
2019-12-17,13795.35,13795.15,13813.31,13787.72,0.0014497848881633857,25.590000000000146,0.18549728712935987,0.0
2019-12-16,13795.15,13781.65,13825.76,13781.65,0.7140802520781309,44.11000000000058,0.3197500570852842,0.6155209697649288
2019-12-13,13697.34,13711.25,13773.13,13655.45,-0.0005110455188250818,117.67999999999847,0.8591449142680146,0.10104099972184628
2019-12-12,13697.41,13587.7,13725.35,13581.08,0.86517446347254,144.27000000000044,1.0532648142970125,0.0572904700469565
2019-12-11,13579.92,13554.09,13590.74,13547.68,0.25551279372713065,43.05999999999949,0.3170858149385231,0.06481948364415915
2019-12-10,13545.31,13551.0,13574.22,13521.24,-0.07200257910877639,52.97999999999956,0.3911316905999166,-0.03002566567343222
