Date,Close/Last,Open,High,Low
2020-04-20,0.1827,0.19301,0.18511,0.1814
2020-04-19,0.19326,0.19508,0.19414,0.18846
2020-04-18,0.19566,0.19068,0.19612,0.19344
2020-04-17,0.19049,0.18958,0.19151,0.18866
2020-04-16,0.1896,0.1784,0.19144,0.18846
2020-04-15,0.17833,0.18769,0.18058,0.17432
2020-04-14,0.18762,0.18772,0.18764,0.18462
2020-04-13,0.18759,0.18205,0.18849,0.1865
2020-04-12,0.1823,0.18703,0.18941,0.18089
2020-04-11,0.18727,0.19063,0.18954,0.18706
2020-04-10,0.19066,0.19555,0.19107,0.18743
2020-04-09,0.19581,0.19877,0.19873,0.19581
2020-04-08,0.19883,0.19888,0.20229,0.19839
2020-04-07,0.19965,0.19856,0.20039,0.19163
2020-04-06,0.19783,0.18104,0.20459,0.19553
2020-04-05,0.1807,0.1805,0.1812,0.17931
2020-04-04,0.18062,0.17904,0.18201,0.18048
2020-04-03,0.17881,0.17868,0.17993,0.17785
2020-04-02,0.17870999999999998,0.17521,0.17987999999999998,0.17784
2020-04-01,0.17486,0.17401,0.17648,0.1742
2020-03-31,0.17382999999999998,0.17214000000000002,0.1743,0.17181
2020-03-30,0.17243,0.16662000000000002,0.17338,0.17105
2020-03-29,0.1666,0.17448,0.16775,0.16255999999999998
2020-03-28,0.17472,0.16825,0.17651,0.17060999999999998
2020-03-27,0.16839,0.17674,0.17403,0.1667
2020-03-26,0.17584,0.16180999999999998,0.17927,0.17347
2020-03-25,0.1616,0.16036,0.16296,0.16035
2020-03-24,0.16055,0.15825999999999998,0.16355999999999998,0.15997999999999998
2020-03-23,0.15859,0.15145,0.16134,0.15822
2020-03-22,0.1518,0.15925,0.15233,0.14544
2020-03-21,0.16092,0.15888,0.161,0.15656
2020-03-20,0.15830999999999998,0.16169,0.16097999999999998,0.15449000000000002
2020-03-19,0.15900999999999998,0.14526,0.1666,0.15779
2020-03-18,0.14595,0.14765,0.14856,0.14445
2020-03-17,0.14856,0.14672000000000002,0.14862999999999998,0.14627
2020-03-16,0.14673,0.15282,0.15061,0.13994
2020-03-15,0.15045999999999998,0.14620999999999998,0.15314,0.14912
2020-03-14,0.14609,0.15792,0.14729,0.14479
2020-03-13,0.15815,0.12897999999999998,0.15974000000000002,0.15397
2020-03-12,0.13956,0.20024,0.15093,0.1057
2020-03-11,0.19859,0.21145,0.20973000000000008,0.19857
2020-03-10,0.21256,0.20733,0.2137,0.21116
2020-03-09,0.20849,0.20728,0.21002,0.207
2020-03-08,0.20688,0.23027,0.21048000000000008,0.20323
2020-03-07,0.23228,0.24392,0.23622,0.23021
2020-03-06,0.24303,0.23972,0.24489,0.24265
2020-03-05,0.23931,0.23557,0.24138,0.23825
2020-03-04,0.23311,0.23489,0.23816,0.23215
2020-03-03,0.2359300000000001,0.23866,0.23625,0.23281
2020-03-02,0.23706,0.22854,0.2396,0.2355
2020-03-01,0.22967,0.23339,0.22986,0.22605
2020-02-29,0.23299,0.24021,0.23564,0.229
2020-02-28,0.24023000000000005,0.23975,0.2403,0.23594
2020-02-27,0.24066,0.23037,0.24375,0.23812
2020-02-26,0.22987,0.24177,0.2306,0.22391
2020-02-25,0.24301,0.2678,0.25495,0.23564
2020-02-24,0.26791,0.27384000000000003,0.27056,0.26712
2020-02-23,0.27338,0.27908,0.28411,0.27241
2020-02-22,0.27875,0.27223,0.28081,0.27484000000000003
2020-02-21,0.27191,0.27526,0.27551,0.2716
2020-02-20,0.27488,0.27823000000000003,0.27799,0.2688
2020-02-19,0.27725,0.29545,0.28145,0.27348
2020-02-18,0.29545,0.2941,0.29851,0.29288000000000003
2020-02-17,0.2759,0.30434,0.29478000000000004,0.27037
2020-02-16,0.27677,0.31668,0.29478000000000004,0.27315
2020-02-15,0.31666,0.33634000000000003,0.31879,0.29991
2020-02-14,0.33698,0.32287,0.34553,0.3325
2020-02-13,0.32275,0.32454,0.3324,0.32079
2020-02-12,0.32477,0.28716,0.33307,0.30374
2020-02-11,0.28744000000000003,0.26856,0.2882,0.28106
2020-02-10,0.26846,0.27872,0.27362,0.26764
2020-02-09,0.27907,0.28034000000000003,0.28316,0.27733
2020-02-08,0.28019,0.27385,0.28143,0.27697
2020-02-07,0.27395,0.28279,0.27985,0.26479
2020-02-06,0.28244,0.28286999999999995,0.28804,0.2811
2020-02-05,0.28304,0.27964,0.28567,0.27303
2020-02-04,0.27933,0.25074,0.28038,0.26719
2020-02-03,0.25082,0.25193000000000004,0.25796,0.25026
2020-02-02,0.25219,0.23905,0.25908000000000003,0.2497
2020-02-01,0.23934,0.24095,0.24132,0.23619
2020-01-31,0.24174,0.24141,0.24294,0.23894
2020-01-30,0.24111,0.23474,0.2444,0.24023000000000005
2020-01-29,0.23491,0.23914,0.23549,0.23123
2020-01-28,0.2388,0.2332,0.23981,0.23773
2020-01-27,0.2335,0.22849,0.23576,0.23085
2020-01-26,0.22852,0.22079,0.23329,0.2283
2020-01-25,0.2207800000000001,0.21818,0.22238,0.21823
2020-01-24,0.21806,0.22054,0.22259,0.21688
2020-01-23,0.2203,0.23123,0.22618,0.21802
2020-01-22,0.23126,0.23711,0.23726,0.23094
2020-01-21,0.2369300000000001,0.23869,0.23863,0.23458
2020-01-20,0.23932,0.23186,0.24175,0.23164
2020-01-19,0.23224,0.24965,0.23637,0.2307
2020-01-18,0.24835,0.23496,0.24839,0.24138
2020-01-17,0.23504,0.23356,0.24193,0.23376
2020-01-16,0.23274,0.22612,0.23488,0.22672
2020-01-15,0.226,0.22812,0.23497,0.22272
2020-01-14,0.2306300000000001,0.21826,0.24313,0.22879
2020-01-13,0.21855,0.21232,0.21893,0.21133
2020-01-12,0.21251,0.21368,0.21551,0.21133
2020-01-11,0.21375,0.21138,0.215,0.20971
2020-01-10,0.21152,0.202,0.21469,0.21063
2020-01-09,0.20157,0.20686,0.20474,0.2005
2020-01-08,0.20676,0.21326,0.20871,0.20603
2020-01-07,0.21314,0.21445,0.21761,0.2119
2020-01-06,0.2144,0.19696,0.22505,0.2143
2020-01-05,0.19699,0.19512,0.19742,0.19428
2020-01-04,0.19506,0.19246,0.1954,0.19289
2020-01-03,0.19239,0.19043,0.19346,0.19196
2020-01-02,0.1903,0.19126,0.19143,0.18464
2020-01-01,0.1911,0.19362,0.1931,0.19087
2019-12-31,0.19373,0.19307,0.19428,0.19223
2019-12-30,0.19315,0.19584,0.19401,0.19255
2019-12-29,0.19562,0.19177,0.19674,0.19498
2019-12-28,0.19168,0.19157,0.19345,0.19107
2019-12-27,0.18882,0.192,0.18994,0.18539
2019-12-26,0.18928,0.18781,0.18994,0.18897
2019-12-25,0.18785,0.19005,0.18921,0.18761
2019-12-24,0.18999,0.19141,0.19127,0.18852
2019-12-23,0.19143,0.19655,0.19214,0.18886
2019-12-22,0.19669,0.19176,0.1982,0.19624
2019-12-21,0.19188,0.19328,0.19255,0.19046
2019-12-20,0.19345,0.1859,0.19595,0.19198
2019-12-19,0.18597,0.18984,0.18799,0.18516
2019-12-18,0.18971,0.18576,0.19692,0.18868
2019-12-17,0.1855,0.19606,0.18833,0.18187
2019-12-16,0.19719,0.21363,0.2057,0.19171
2019-12-15,0.21355,0.21643,0.21763,0.2124
2019-12-14,0.21645,0.22027,0.21654,0.21505
2019-12-13,0.22036,0.21931,0.22071,0.21991
2019-12-12,0.21966,0.21832,0.21997,0.21838
2019-12-11,0.21818,0.22112,0.22254,0.21734
2019-12-10,0.2212,0.22332,0.22357,0.2205
2019-12-09,0.22349,0.22856,0.22525,0.22247
2019-12-08,0.22901,0.22469,0.23015,0.22754
2019-12-07,0.22462,0.22651,0.22787,0.22386
2019-12-06,0.22675,0.22139,0.22793,0.22497
2019-12-05,0.22093,0.21345,0.22397,0.22019
2019-12-04,0.21352,0.21274,0.21612,0.21212
2019-12-03,0.21317,0.22008000000000005,0.2195300000000001,0.21214
2019-12-02,0.2197,0.2231,0.22169,0.2186
2019-12-01,0.22323,0.21945,0.22611,0.22226
2019-11-30,0.22045,0.22984,0.22556,0.21876
2019-11-29,0.22899,0.22542,0.23186,0.2288
2019-11-28,0.22492,0.22645,0.22579,0.2227
2019-11-27,0.22706,0.21973,0.22914,0.2237
2019-11-26,0.21987,0.22052,0.22359,0.2182
2019-11-25,0.21817,0.21165,0.21937,0.21379
2019-11-24,0.21178,0.23006,0.22153,0.20268
2019-11-23,0.2291300000000001,0.23027,0.23455,0.2291300000000001
2019-11-22,0.23062,0.24357,0.23075,0.22655
2019-11-21,0.24239,0.25144,0.24569,0.24218
2019-11-20,0.25132,0.25637,0.25347,0.24897
2019-11-19,0.25096,0.25431,0.25313,0.24355
2019-11-18,0.25185,0.26101,0.25313,0.25086
2019-11-17,0.26075,0.26259,0.2631,0.26052
2019-11-16,0.26261,0.26119000000000003,0.26309,0.26157
2019-11-15,0.26083,0.26421999999999995,0.2618,0.25937
2019-11-14,0.26457,0.27186,0.27217,0.26398
2019-11-13,0.27149,0.27135,0.27269,0.27148
2019-11-12,0.27108000000000004,0.27483,0.27248,0.2703
2019-11-11,0.27433,0.27973000000000003,0.27623000000000003,0.27377
2019-11-10,0.27985,0.27756,0.28105,0.27914
2019-11-09,0.27714,0.2772,0.27989,0.27684000000000003
2019-11-08,0.27838,0.29003,0.27865,0.27471
2019-11-07,0.29077,0.30366,0.29084,0.28798
2019-11-06,0.30068,0.29848,0.31422,0.29745
2019-11-05,0.29883000000000004,0.30057,0.30081,0.29708
2019-11-04,0.30044,0.29031,0.30416,0.29793000000000003
2019-11-03,0.29142,0.29537,0.2916,0.28928000000000004
2019-11-02,0.29456,0.29329,0.29586,0.2944
2019-11-01,0.29274,0.29269,0.29448,0.29133000000000003
2019-10-31,0.29295,0.29535,0.29448,0.29242
2019-10-30,0.29391,0.3044,0.29838000000000003,0.29211
2019-10-29,0.30325,0.29689,0.30527,0.30077
2019-10-28,0.29654,0.30404000000000003,0.29655,0.29441
2019-10-27,0.30058,0.29106,0.30443000000000003,0.29726
2019-10-26,0.28998,0.30798000000000003,0.29563,0.28991
2019-10-25,0.30623,0.27631999999999995,0.312,0.29739
2019-10-24,0.2767,0.26961,0.27718000000000004,0.27471
2019-10-23,0.26987,0.2909,0.2733,0.26872
2019-10-22,0.28994000000000003,0.29238000000000003,0.29119,0.28817
2019-10-21,0.29235,0.2908,0.29249,0.29071
2019-10-20,0.29141,0.28469,0.29407,0.29041
2019-10-19,0.28585,0.29034,0.29172,0.28208
2019-10-18,0.29015,0.29947,0.29474,0.28985
2019-10-17,0.29939,0.28146,0.30187,0.29812
2019-10-16,0.28165,0.29043,0.28453,0.28101
2019-10-15,0.2894,0.29556,0.29202,0.28818
2019-10-14,0.297,0.28268000000000004,0.29878000000000005,0.29428000000000004
2019-10-13,0.28475,0.27438,0.28551,0.2765
2019-10-12,0.27466,0.27114,0.27585,0.27164
2019-10-11,0.27123,0.27017,0.27307,0.26728
2019-10-10,0.26954,0.27692,0.27148,0.26772
2019-10-09,0.27656,0.27545,0.2817,0.27598
2019-10-08,0.27579000000000004,0.28274,0.27967,0.27471
2019-10-07,0.282,0.25545,0.28277,0.2748
2019-10-06,0.25166,0.25376,0.25512,0.25104
2019-10-05,0.25234,0.25171,0.25337,0.25104
2019-10-04,0.25131,0.24623,0.25252,0.25097
2019-10-03,0.24865,0.25168,0.24941,0.24493
2019-10-02,0.25179,0.24754,0.25292,0.25019
2019-10-01,0.24774,0.2579,0.24893,0.24724
2019-09-30,0.25759,0.23966,0.25759,0.25271
2019-09-29,0.23925,0.24112,0.24043,0.23769
2019-09-28,0.24115,0.24196,0.24225,0.24053
2019-09-27,0.24183,0.23861,0.24429,0.24109
2019-09-26,0.23734,0.24354,0.24343,0.23734
2019-09-25,0.24214,0.24224,0.24597,0.24183
2019-09-24,0.24044,0.26763000000000003,0.24354,0.23323
2019-09-23,0.26829000000000003,0.27433,0.26922,0.26444
2019-09-22,0.27515,0.28116,0.27706,0.27442
2019-09-21,0.28071,0.29496999999999995,0.28983000000000003,0.27921
2019-09-20,0.29629,0.29278000000000004,0.29728000000000004,0.29245
2019-09-19,0.29419,0.30155,0.30151,0.28934
2019-09-18,0.30316,0.30909000000000003,0.31348000000000004,0.298
2019-09-17,0.30384,0.26101,0.30625,0.28523000000000004
