,day,change,value
1,1,0.9909161660962333,9909.161660962334
2,2,0.9900620164181605,9810.684575065896
3,3,1.0068285801303913,9877.677620820728
4,4,0.9946403412512547,9824.73663954301
5,5,0.9964814807590248,9790.168114639264
6,6,0.9950944203071169,9742.141664746177
7,7,1.001966478731465,9761.29937912882
8,8,0.997271847620898,9734.669067004523
9,9,0.9897258612004107,9634.65372584205
10,10,0.985254481552537,9492.585761592729
11,11,1.010541827349131,9592.654961788257
12,12,0.9941019621863014,9536.077120089867
13,13,0.9984197115885816,9521.007367926595
14,14,0.9997721588667187,9518.838090817908
15,15,0.9932663378770952,9454.741451311704
16,16,0.9917180594845918,9376.437845023376
17,17,0.999551360939718,9372.231208759793
18,18,1.0217515666648531,9576.091920695548
19,19,0.9848453076205649,9430.969193440214
20,20,0.9997980546263212,9429.064652842291
21,21,0.9931508634892556,9364.48370186634
22,22,1.0054799384348798,9415.800496027003
23,23,1.0013646941824879,9428.650184187398
24,24,0.9806314883755846,9246.031263492418
25,25,0.995035797482195,9200.132091814485
26,26,0.9891782319046843,9100.570395870598
27,27,0.9835627884134684,8950.982394715547
28,28,0.9738227855428261,8716.67060896669
29,29,1.032303145592366,8998.246488728839
30,30,1.0003273275535325,9001.191862738076
31,31,0.9817403167999801,8836.832950901882
32,32,0.9941585643933204,8785.213160252204
33,33,1.0335767192777965,9080.191796329596
34,34,1.0058485705684446,9133.29793882544
35,35,0.999176070028152,9125.772740911825
36,36,1.001680799347411,9141.111333779372
37,37,0.9756539084067011,8918.560999982636
38,38,0.9996628045059552,8915.553701400078
39,39,1.0109743657365808,9013.39624846337
40,40,1.0136416838518172,9136.354150516063
41,41,1.0215055194374336,9332.836192287265
42,42,0.9942443441783017,9279.119599324169
43,43,1.0049708575588288,9325.244781123745
44,44,1.0003080041412973,9328.116995134942
45,45,1.0023948855538012,9350.456767770756
46,46,0.99977655373664,9348.36744314529
47,47,0.9839705626027856,9198.518372449234
48,48,0.9934720714342272,9138.471101602938
49,49,0.9749922872222476,8909.938841066261
50,50,0.9891064858790574,8812.87829648437
51,51,1.022914741764216,9014.823126847772
52,52,1.0049360039924706,9059.32032979331
53,53,0.9872550763027387,8943.859983441045
54,54,0.9966367567210145,8913.77960646355
55,55,0.9813052270236747,8747.138520359716
56,56,1.003510580832192,8777.84605718582
57,57,0.9811019757982166,8611.962109957592
58,58,1.0144659924656834,8736.54268895499
59,59,1.0053373693668382,8783.172844275092
60,60,0.9903599268554046,8698.502415614656
61,61,1.0043371521581455,8736.229144139174
62,62,0.9794972554054265,8557.11246927722
63,63,1.0001749593139737,8558.609615804438
64,64,1.0073887840587143,8621.847334098453
65,65,1.037463543768377,8944.852289063716
66,66,0.9814422337888262,8778.855811489788
67,67,0.9941126778225438,8727.171858978114
68,68,1.0192277961818708,8894.976140726703
69,69,1.0074698857890338,8961.420596594113
70,70,0.9934217997310512,8902.470577215434
71,71,0.9917719512038468,8829.220614899787
72,72,0.985786032654616,8703.72236139441
73,73,0.9780665095655252,8512.819350236441
74,74,1.0081710235522388,8582.377797643176
75,75,0.9867034426170975,8468.261718775066
76,76,0.9676929753759111,8194.67737890337
77,77,1.0079381227107853,8259.727733512402
78,78,1.0238213639599834,8456.48571406277
79,79,1.007010371439573,8515.768819991792
80,80,1.0103317750845813,8603.751828112237
81,81,1.003972303754401,8637.928543800983
82,82,0.9894416777548637,8546.726510705072
83,83,0.9711596091054944,8300.235577267904
84,84,1.0477084776820325,8696.2271810616
85,85,0.9893349833031256,8603.481772975767
86,86,0.9730504173398621,8371.621529769965
87,87,0.9980785030567945,8355.535484590839
88,88,1.003797712034065,8387.267402251728
89,89,1.0094953595300988,8466.907521711186
90,90,1.0102123321561824,8553.37439365858
91,91,0.9935523997601717,8498.225654866686
92,92,1.0062790320350532,8551.586285994706
93,93,1.0024362849284194,8572.420386777352
94,94,1.0134127290584873,8687.39993880065
95,95,0.9959554785389905,8652.263563307799
96,96,1.0002680653761014,8654.582935594024
97,97,1.0128638633425957,8765.914307764666
98,98,1.0028586270321243,8790.972787366127
99,99,0.9949981665328568,8747.001805469534
100,100,0.9980884731822596,8730.281676943556
101,101,1.0067806796085899,8789.478919887652
102,102,1.0069591085141785,8850.645857474234
103,103,0.9943485260404497,8800.626662885517
104,104,1.0054314700412188,8848.42700294893
105,105,0.9822152396750146,8691.059849448355
106,106,1.0035738403977992,8722.120310238004
107,107,0.998483983120968,8708.897428626735
108,108,0.9916784473941412,8636.42588053539
109,109,0.9935686650105504,8580.882132586115
110,110,0.9864842109093355,8464.904739470228
111,111,1.0116890411335302,8563.851359161312
112,112,0.991272361561764,8489.109160859756
113,113,0.997811413380979,8470.53001014289
114,114,1.0080580887531916,8538.786292751194
115,115,0.9807304054142573,8374.247342635581
116,116,0.9823368656527086,8226.331886765161
117,117,0.9811435622432851,8071.212571576295
118,118,0.9980443526559244,8055.428126147222
119,119,0.9944135287401497,8010.426708434711
120,120,1.0171893177039848,8148.120478070481
121,121,0.9922809645488473,8085.2248472399915
122,122,0.9854831678496596,7967.852995234846
123,123,1.0010393231075518,7976.13416897037
124,124,0.9942877654057435,7930.572619441946
125,125,1.0058240064136617,7976.760325241586
126,126,1.0098819704225421,8055.586434843331
127,127,1.006410991373127,8107.23072998259
128,128,1.0022534078328622,8125.4996272123535
