,day,change,value
1,1,0.9961089925914206,9961.089925914206
2,2,0.9909395750070298,9870.838217792229
3,3,1.0030110751640273,9900.560053597956
4,4,0.9897402667130445,9798.982948056555
5,5,0.9822690410192173,9625.237583351174
6,6,1.0013491413132964,9638.223389025168
7,7,1.003640502435134,9673.31136474328
8,8,0.996656358471307,9640.967279144146
9,9,0.9930398597043919,9573.864794295936
10,10,1.005934428550733,9630.680210872062
11,11,1.0016847002951235,9646.905020665557
12,12,0.9982279336760443,9629.810065148038
13,13,0.9885058100786277,9519.123199352483
14,14,0.98080372821451,9336.391523258151
15,15,0.9688126297930462,9045.214024425233
16,16,1.0011946182108236,9056.019601819607
17,17,1.0104034843729248,9150.233760228039
18,18,1.0045601295303348,9191.960011407522
19,19,0.9865530314013672,9068.356013774235
20,20,1.010181740764747,9160.687663868921
21,21,1.0016206104354604,9175.53356989298
22,22,1.0019701905661953,9193.611119572191
23,23,0.9768323103035402,8980.616389964021
24,24,0.9861818681034814,8856.521048175462
25,25,1.0020700221585332,8874.854242992702
26,26,0.9793387643387853,8691.488788019298
27,27,0.9832254076724211,8545.692606880551
28,28,0.9690940205112618,8281.57960645524
29,29,1.014411780365724,8400.931912824732
30,30,1.0307678382854166,8659.410427365317
31,31,0.9996887844611786,8656.71548428329
32,32,1.0087911594509937,8732.818050427511
33,33,0.9828056504196632,8582.662924046985
34,34,1.0119357856642843,8685.10374913721
35,35,1.0016404036230202,8699.3508247936
36,36,1.0040075801963264,8734.214170879939
37,37,0.9877363037184882,8627.100421030591
38,38,1.0091522536671222,8706.0578324956
39,39,0.9944345739757707,8657.604911666185
40,40,0.9981622352870044,8641.694270860467
41,41,1.0045580011609563,8681.083123379678
42,42,0.9878863452920698,8575.923479932217
43,43,0.9942555721532761,8526.65970628272
44,44,1.0029581207557017,8551.88259533668
45,45,1.0026052008297828,8574.161966970256
46,46,0.9936828807261614,8519.997963151693
47,47,0.9837254613800452,8381.338927258445
48,48,0.9992611275012319,8375.146186422238
49,49,0.980881303044365,8215.02430452489
50,50,1.0090833027611983,8289.643857473493
51,51,0.989510220871371,8202.6873243536
52,52,0.9864106157211329,8091.217854183566
53,53,1.0167592450161536,8226.820556680905
54,54,1.0280688256298416,8457.737748374377
55,55,1.0008565369363562,8464.982113153874
56,56,0.9877649419607888,8361.412565698552
57,57,1.0041255172591033,8395.907717548824
58,58,0.9961797688603532,8363.833409440644
59,59,1.006252762892474,8416.130476622027
60,60,0.9725654885124453,8185.238048380381
61,61,0.9843537375901127,8057.169665988027
62,62,0.9832797332903815,7922.45164024806
