,day,change,value
1,1,0.997761993029548,9977.619930295481
2,2,0.983666190973911,9814.647391819135
3,3,0.9991495515450658,9806.300540109038
4,4,0.9786532520289537,9596.967913950995
5,5,1.0009204496448965,9605.801439659474
6,6,1.0056394492030742,9659.972868933251
7,7,0.9849323770609109,9514.420040142333
8,8,0.9955296974126235,9471.887703619499
9,9,1.015521230815469,9618.903058925582
10,10,0.9801191197004994,9427.670798598581
11,11,0.9926017552079246,9357.922582211448
12,12,0.9623923197141752,9005.992821600139
13,13,1.0086090255819724,9083.525644192356
14,14,1.0075254453001228,9151.883219559988
15,15,0.999834729443207,9150.370682724586
16,16,0.9941744041281679,9097.064321049571
17,17,0.9867536948633969,8976.561831205643
18,18,1.0140561799336196,9102.737999490333
19,19,0.9913388686443316,9023.897989980513
20,20,0.9885579543636791,8920.646137361651
21,21,1.0193048097212143,9092.857513633702
22,22,1.0159189137123383,9237.605927791825
23,23,0.9971405097797112,9211.191083982423
24,24,0.9940820051831881,9156.67930289075
25,25,0.9904184213534315,9068.943860008696
26,26,1.0063411187024494,9126.45110953086
27,27,1.0043097964985452,9165.784256566862
28,28,0.992012437422162,9092.571981242572
29,29,0.9600993905978181,8729.77281815779
30,30,0.9849582814666216,8598.462032566722
