Date,Close/Last,Open,High,Low,LastClose,DailyRise,DailyRiseRate,DailyReturn,TotalReturn,DailyRippleRange,DailyRippleRadio,DailyK,MA5,MA15,MA30,EWMA,MACD,K,D,J,rs,rsi,MAD
2020-04-20,-37.63,-37.25,-35.2,-40.32,18.27,-55.900000000000006,-3.0596606458675426,,-1.663200563976031,5.119999999999997,0.8730158730158731,0.28024083196496974,8.073999999999913,18.325333333333372,22.540666666666635,0.8260761934826538,-6.546047636386575,10.378583817644666,19.050969316411692,-6.966187179889388,0.10035129163404621,9.119932188657884,18.2816
2020-04-17,18.27,20.0,20.22,17.31,19.75,-1.4800000000000004,-0.07493670886075951,-0.48551687483390915,-0.6780049347902714,2.91,1.168110918544194,0.14734177215189875,20.081999999999915,22.268000000000036,25.170999999999967,20.054114290223982,0.7255013429914321,13.609518126001072,23.387162065795206,-5.945769753587193,0.47666995838807447,32.28006066490342,0.9423999999999999
2020-04-16,19.75,20.15,20.53,19.42,19.87,-0.120000000000001,-0.006039255158530498,-0.5248471963858624,-0.6519210433556574,1.1099999999999994,1.057157569515963,0.05586311021640661,20.979999999999915,22.556666666666707,26.091999999999967,20.946171435335977,1.007500649029895,16.070385786286675,28.27598403569227,-8.340810712524522,0.5250785314034313,34.42960612134743,1.2840000000000003
2020-04-15,19.87,20.72,20.89,19.2,20.11,-0.23999999999999844,-0.011934361014420608,-0.5280361413765613,-0.6498061332393373,1.6900000000000013,1.0880208333333334,0.0840377921432124,22.047999999999917,22.872666666666706,26.992999999999963,21.544257153003965,1.1989348573461012,21.33619297953071,34.378783160395066,-4.7489873821979955,0.5291242625819265,34.603091163336856,1.6463999999999999
2020-04-14,20.11,22.36,23.08,19.95,22.41,-2.3000000000000007,-0.10263275323516291,-0.5344140313579591,-0.6455763130066973,3.129999999999999,1.156892230576441,0.13966979027219986,22.79999999999992,23.148666666666706,27.903333333333297,22.381385729505947,1.5104748010518385,28.63067416214601,40.90007825082725,4.091865984783539,0.5368055689177407,34.92995989699422,1.2479999999999998
2020-04-13,22.41,23.67,24.57,22.03,22.76,-0.3500000000000014,-0.015377855887522029,-0.5955354770130216,-0.6050405357772294,2.539999999999999,1.1152973218338629,0.11159929701230224,23.993999999999915,23.36533333333337,28.791333333333295,23.51707859425892,1.9675053176821873,41.80841644365238,47.03478029516787,31.355688740621403,0.6164398421055879,38.13565009030019,1.2727999999999995
2020-04-09,22.76,26.28,28.36,22.57,25.09,-2.3299999999999983,-0.0928656835392586,-0.6048365665692268,-0.5988720479379627,5.789999999999999,1.2565352237483385,0.23076923076923073,25.179999999999914,23.366666666666706,29.536333333333296,24.07061789138838,2.204436786273364,49.11565825161074,49.64796222092561,48.05105031298099,0.6296385011297679,38.6366976905162,1.6239999999999994
2020-04-08,25.09,25.78,26.39,24.87,23.63,1.4600000000000009,0.061785865425306855,-0.666755248471964,-0.5578075431794149,1.5199999999999996,1.0611178126256533,0.06432501057977145,25.691999999999915,23.530666666666708,30.3473333333333,24.725926837082568,2.4746396156387167,55.97571861473862,49.91411420558304,68.09892743304978,0.725687271113161,42.05207300654502,1.214399999999999
2020-04-07,23.63,26.34,27.24,23.54,26.08,-2.4499999999999993,-0.09394171779141103,-0.6279564177517939,-0.5835389495946421,3.6999999999999993,1.157179269328802,0.14187116564417177,24.73599999999992,23.216000000000044,31.135333333333296,24.543890255623854,2.3801427404605704,54.45039333792942,46.883312001005244,69.58455601177776,0.636928193052134,38.909965370231035,2.2128000000000005
2020-04-06,26.08,25.95,28.24,25.63,28.34,-2.2600000000000016,-0.07974594213126329,-0.69306404464523,-0.5403595347197745,2.6099999999999994,1.1018337885290674,0.09209597741707831,24.10599999999992,23.437333333333374,32.01099999999996,25.000835383435785,2.492467946650704,59.566056538334294,43.09977133254316,92.49862694991656,0.7391582919702165,42.5009210135126,2.9687999999999994
