Date,Close/Last,LastClose,DailyRise,DailyRiseRate,DailyReturn,TotalReturn,MA5,MA15,MA30,EWMA,MACD,rs,rsi,MAD
2020-04-20,-2.7939999999999996,20.974,-23.768,-1.1332125488700295,,-1.0492421572083186,15.832400000000112,20.91146666666661,23.861533333333288,13.224500728482953,-1.860530966198965,0.2172957665625665,17.850695987892266,7.4505599999999985
2020-04-17,20.974,21.002,-0.027999999999998693,-0.0013332063612988617,-7.506800286327847,-0.6303489601691928,20.87320000000011,22.53173333333327,25.33066666666662,21.23375109272443,1.159574758379076,0.6003803916656216,37.51485551761641,0.7065599999999996
2020-04-16,21.002,19.87,1.131999999999998,0.05697030699547045,-7.516821760916249,-0.6298554811420515,21.23040000000011,22.640133333333274,26.161533333333285,21.363626639086643,1.1636011485053235,0.6015404745520244,37.56011690683525,1.0836800000000004
2020-04-15,19.87,20.11,-0.23999999999999844,-0.011934361014420608,-7.111667859699356,-0.6498061332393373,22.04800000000011,22.872666666666607,27.02079999999995,21.544439958629965,1.193817210612492,0.529002365102489,34.597877490335335,1.6463999999999999
2020-04-14,20.11,22.41,-2.3000000000000007,-0.10263275323516291,-7.197566213314245,-0.6455763130066973,22.80000000000011,23.148666666666607,27.931133333333282,22.38165993794495,1.5037400010893691,0.5366662799780161,34.924061715318814,1.2479999999999998
2020-04-13,22.41,22.76,-0.3500000000000014,-0.015377855887522029,-8.020758768790266,-0.6050405357772294,23.994000000000106,23.365333333333275,28.819133333333284,23.51748990691743,1.9589534101184398,0.6160939690465659,38.12241001122218,1.2727999999999995
2020-04-09,22.76,25.09,-2.3299999999999983,-0.0928656835392586,-8.146027201145314,-0.5988720479379627,25.18000000000011,23.377333333333272,29.564133333333285,24.07123486037614,2.1938762390864106,0.6292537591467199,38.62220698366076,1.6239999999999994
2020-04-08,25.09,23.63,1.4600000000000009,0.061785865425306855,-8.979957050823195,-0.5578075431794149,25.69200000000011,23.568933333333273,30.375133333333284,24.72685229056421,2.4619017456618124,0.7249800557072553,42.02831524391207,1.214399999999999
2020-04-07,23.63,26.08,-2.4499999999999993,-0.09394171779141103,-8.457408732999287,-0.5835389495946421,24.73600000000011,23.26653333333327,31.163133333333285,24.545278435846313,2.3651021227394526,0.6364648893258922,38.892670015552284,2.2128000000000005
2020-04-06,26.08,28.34,-2.2600000000000016,-0.07974594213126329,-9.334287759484612,-0.5403595347197745,24.106000000000115,23.492933333333273,32.03879999999995,25.002917653769472,2.4750707452924807,0.7382949855023324,42.47236468262491,2.9687999999999994
2020-04-03,28.34,25.32,3.0199999999999996,0.1192733017377567,-10.143163922691485,-0.5005287275290801,22.908000000000115,23.66759999999994,32.883799999999944,24.46437648065421,2.118113518777683,0.8555416609839029,46.10738087822027,3.1376
2020-04-02,25.32,20.31,5.010000000000002,0.2466765140324964,-9.062276306370798,-0.5537539654564682,21.542000000000115,23.893599999999942,33.718466666666615,22.526564720981312,1.0937430947233295,0.6584880312851539,39.7041171756238,1.511200000000001
2020-04-01,20.31,20.48,-0.1700000000000017,-0.008300781250000083,-7.269148174659988,-0.6420514628128305,20.99800000000011,24.305599999999945,34.669799999999945,21.12984708147197,0.17312209922006083,0.3549378207298198,26.195875212829847,0.845600000000001
2020-03-31,20.48,20.09,0.39000000000000057,0.019412643106022927,-7.329992841803868,-0.6390553401480438,21.834000000000113,25.15026666666661,35.773133333333284,21.539770622207957,-0.09576039530833746,0.35836536505920397,26.38210412878017,1.3688000000000002
2020-03-30,20.09,21.51,-1.4200000000000017,-0.06601580660158074,-7.190408017179673,-0.6459287980260839,22.540000000000113,26.075599999999945,36.82866666666662,22.06965593331194,-0.3565422106509377,0.33779406191269584,25.250079330576384,1.3920000000000001
2020-03-27,21.51,22.6,-1.0899999999999999,-0.04823008849557521,-7.6986399427344345,-0.62090236164963,23.194000000000113,26.811599999999945,37.89579999999996,23.059483899967912,-0.4689007738104731,0.36304398776385427,26.63479616380151,0.9111999999999988
